"n_1"	"mean_1"	"sd_1"	"n_2"	"mean_2"	"sd_2"	"time"	"lower_1"	"upper_1"	"lower_2"	"upper_2"
1	0.948896222003292	NA	1	0.838293776394176	NA	-96	NA	NA	NA	NA
2	0.965265605219321	0.0374917573102746	2	0.879816391608764	0.0401016610422292	-93	0.938754929386626	0.991776281052017	0.851460235148959	0.908172548068568
3	0.964823730067234	0.0146311410102544	3	0.91944414368345	0.0282348825071846	-90	0.956376436866412	0.973271023268055	0.90314272666739	0.935745560699511
4	0.959617986243358	0.00923777059461747	4	0.863500962769718	0.0920620767259382	-87	0.954999100946049	0.964236871540667	0.817469924406749	0.909532001132688
4	0.95344468957935	0.0207056865589868	4	0.85635691130688	0.0698675403224702	-84	0.943091846299856	0.963797532858843	0.821423141145645	0.891290681468115
4	0.954185116552932	0.00772484545300519	4	0.855925840804662	0.0576165765851723	-81	0.950322693826429	0.958047539279434	0.827117552512076	0.884734129097249
5	0.952610299803545	0.0116517955439501	5	0.878936461822515	0.0575772550097019	-78	0.947399458424304	0.957821141182785	0.853187130590608	0.904685793054421
6	0.95561927612362	0.0100770599419021	6	0.849885284709538	0.117299779955741	-75	0.951505333629436	0.959733218617803	0.80199785007082	0.897772719348257
7	0.961379333229934	0.0179530907784313	7	0.875515536874082	0.121649421783226	-72	0.954593702734977	0.96816496372489	0.829536377277908	0.921494696470256
7	0.959884839280093	0.013024704648421	7	0.880828808822992	0.108796871619789	-69	0.954961963651552	0.964807714908635	0.839707456576166	0.921950161069818
7	0.95865212215303	0.00949343985273609	7	0.900842918647469	0.102263611163503	-66	0.955063939162046	0.962240305144014	0.862190906746035	0.939494930548903
7	0.960198475344731	0.00900642080057952	7	0.909813135930285	0.110288599613059	-63	0.956794368253141	0.963602582436321	0.868127963498609	0.95149830836196
10	0.945578872949941	0.05064480269817	10	0.851773371132341	0.170874798097199	-60	0.929563580132335	0.961594165767547	0.797738015461485	0.905808726803196
10	0.960125864330234	0.022252077077081	10	0.877219148554625	0.125872387511592	-57	0.953089139706915	0.967162588953554	0.837414804648629	0.917023492460622
10	0.95908755083064	0.0212567949434976	10	0.87871175231539	0.116475153400061	-54	0.952365562052979	0.9658095396083	0.84187907475922	0.91554442987156
10	0.963339702797328	0.0209739333042474	10	0.88655024276821	0.127602045296024	-51	0.956707162723939	0.969972242870716	0.846198933045069	0.926901552491351
10	0.967133250915085	0.0155033539138304	10	0.908857910162716	0.107118290492532	-48	0.962230659941146	0.972035841889023	0.87498413246072	0.942731687864712
10	0.969186331148127	0.019782291280971	10	0.91152177414761	0.120883049941434	-45	0.962930621369651	0.975442040926603	0.873295197315329	0.949748350979892
11	0.972861182372868	0.0179897483805948	11	0.930789727312676	0.111794601685124	-42	0.967437069150019	0.978285295595717	0.897082386642059	0.964497067983293
11	0.974278988251569	0.0206753025797381	11	0.96904774406355	0.142027711137135	-39	0.9680451499712	0.980512826531937	0.92622477791129	1.01187071021581
