"n_1"	"mean_1"	"sd_1"	"n_2"	"mean_2"	"sd_2"	"time"	"lower_1"	"upper_1"	"lower_2"	"upper_2"
1	0.927560788862058	NA	1	0.548164191805612	NA	-96	NA	NA	NA	NA
2	0.971212023843837	0.0129243527853047	2	0.818509044072325	0.104932567527508	-93	0.962073126346901	0.980350921340773	0.744310514006309	0.892707574138341
3	0.993486852658055	0.00832767075837197	3	0.929543585169603	0.116395639157128	-90	0.988678869703986	0.998294835612123	0.862342531569737	0.99674463876947
4	0.964479589592437	0.0394743234209101	4	0.851868996860806	0.133885487513253	-87	0.944742427881982	0.984216751302892	0.784926253104179	0.918811740617432
4	0.963838768442162	0.0324861775644036	4	0.785025565570398	0.134820894494475	-84	0.94759567965996	0.980081857224364	0.717615118323161	0.852436012817636
4	0.971336248836987	0.0457332620631848	4	0.820551540112721	0.0973753663871134	-81	0.948469617805395	0.99420287986858	0.771863856919164	0.869239223306278
5	0.943654966871395	0.1056834813108	5	0.740134687626797	0.120715348257555	-78	0.89639187720944	0.99091805653335	0.686149142700507	0.794120232553088
6	0.965305157587664	0.0422644421597395	6	0.923572041489157	0.449356226149608	-75	0.948050771328541	0.982559543846786	0.740123130354286	1.10702095262403
7	0.967679963404818	0.0658313193348535	7	0.982376095191041	0.463544226242839	-72	0.942798063484918	0.992561863324718	0.807172846002696	1.15757934437939
7	0.960700886480391	0.0658056094760061	7	1.00650989181235	0.577669761000511	-69	0.935828703973741	0.985573068987041	0.788171245022428	1.22484853860228
7	0.97055393646318	0.0552702351869694	7	1.04777481520453	0.647053044052065	-66	0.949663751147641	0.991444121778719	0.803211752400377	1.29233787800869
7	0.963000623182331	0.0567028863820104	7	1.01747501039718	0.604540577441945	-63	0.941568946612853	0.98443229975181	0.788980149631641	1.24596987116272
10	0.957296892217556	0.0582924081171718	10	1.01810717028372	0.518013830241994	-60	0.938863214222921	0.975730570212191	0.854296813980471	1.18191752658697
10	0.961013026007128	0.06102022144854	10	0.993167595494122	0.512806953386863	-57	0.941716737696604	0.980309314317653	0.831003798226694	1.15533139276155
10	0.969926193004488	0.0627306640689869	10	1.0171634763653	0.49541511997957	-54	0.9500890152452	0.989763370763777	0.860499459723202	1.17382749300741
10	0.973587456389602	0.0541139405905448	10	1.01372634705466	0.465924427907601	-51	0.956475125846286	0.990699786932918	0.866388106084765	1.16106458802455
10	0.974762405871383	0.0449877588139637	10	0.958182628240178	0.448354951772644	-48	0.960536027403539	0.988988784339227	0.816400343458528	1.09996491302183
10	0.983636794619401	0.0431069345004273	10	0.983148903131481	0.482068097590722	-45	0.970005185022497	0.997268404216305	0.83070558556238	1.13559222070058
11	0.982699601277923	0.0432526085784056	11	0.999784789608248	0.462847941561044	-42	0.969658449108952	0.995740753446894	0.860230884413128	1.13933869480337
11	0.982014672746912	0.0473027910170864	11	0.971316468862378	0.355227708925854	-39	0.967752344625069	0.996277000868755	0.864211284712865	1.07842165301189
12	0.976785897843617	0.0487347543894917	12	0.923749996852744	0.261598433991284	-36	0.962717386060785	0.990854409626448	0.848233033710518	0.999266959994971
12	0.977172429272123	0.0474818728327006	12	0.934682024908442	0.248212803841007	-33	0.963465593241329	0.990879265302916	0.863029160351483	1.0063348894654
12	0.977117898486481	0.0604365945543437	12	0.963782458623591	0.307953912956062	-30	0.959671356419054	0.994564440553908	0.874883821352	1.05268109589518
12	0.991124259042432	0.0351882500260388	12	0.949009810858121	0.259922316726154	-27	0.98096628623001	1.00128223185485	0.873976701093003	1.02404292062324
12	0.989151115121168	0.026527582464517	12	0.987003049667934	0.225262926997961	-24	0.981493261682749	0.996808968559588	0.921975243897576	1.05203085543829
12	0.982357903547737	0.0333928170245154	12	0.938129255388627	0.183012297818511	-21	0.972718227598685	0.991997579496789	0.885298155683363	0.990960355093892
13	0.986856865827937	0.0308607418661695	13	0.962171619712337	0.180005620325743	-18	0.978297636043527	0.995416095612347	0.91224704325417	1.0120961961705
13	0.97986723232595	0.0399278487336381	13	0.928996024106932	0.162490229124749	-15	0.96879323956225	0.99094122508965	0.883929343116842	0.974062705097023
13	0.987011906750271	0.044945762010289	13	0.978869351985373	0.145643664299076	-12	0.974546195246971	0.999477618253571	0.938475067402543	1.0192636365682
13	0.998737864378642	0.0307003871411381	13	1.02286597647182	0.11517948792774	-9	0.990223108992953	1.00725261976433	0.990920934194499	1.05481101874914
13	1.00137951895328	0.0314343078083006	13	1.02776838474087	0.0900913034607605	-6	0.992661210598546	1.01009782730801	1.00278155288693	1.0527552165948
13	1.00020831226308	0.0367684929416352	13	1.04271741916414	0.0841743779012375	-3	0.990010567138269	1.0104060573879	1.01937164719466	1.06606319113361
13	1	0	13	1	0	0	1	1	1	1
13	1.04683804272217	0.060080440344384	13	1.03696015339907	0.132024287788686	3	1.030174726698	1.06350135874633	1.00034320422763	1.07357710257051
13	1.5335029052566	0.616391732133964	13	1.20061331282029	0.280650290569099	6	1.36254659787344	1.70445921263976	1.12277492719562	1.27845169844496
13	1.0727557014034	0.229873115245109	13	1.27482476417194	0.349982090404973	9	1.00900037033672	1.13651103247009	1.17775719706047	1.37189233128342
13	1.1063067046091	0.145059242159776	13	1.24402210171433	0.362040658312565	12	1.06607450956394	1.14653889965425	1.14361008961059	1.34443411381808
13	1.17026153144106	0.149378994301569	13	1.20393985796463	0.434594399173306	15	1.12883125271556	1.21169181016657	1.08340505871472	1.32447465721454
12	1.19387921231992	0.16405112956492	12	1.17628019409741	0.301001051532852	18	1.14652173041233	1.2412366942275	1.08938867503299	1.26317171316184
11	1.23055039902958	0.125715484913466	11	1.28365001505357	0.332626385052367	21	1.19264575413907	1.26845504392008	1.18335938645439	1.38394064365275
11	1.22489424520307	0.141500284624089	11	1.34480652909448	0.327120108814576	24	1.18223030412792	1.26755818627821	1.24617610524737	1.44343695294158
10	1.23570238515889	0.108271834867552	10	1.33428108055585	0.380342809641588	27	1.20146382469618	1.2699409456216	1.21400612354232	1.45455603756938
8	1.23788940700459	0.0834518479326346	8	1.43154598027052	0.404399639296292	30	1.20838472321674	1.26739409079245	1.28856911664262	1.57452284389842
8	1.23426093221942	0.123640177440363	8	1.42169052017465	0.405937605599956	33	1.19054752827183	1.27797433616702	1.27816990334547	1.56521113700383
7	1.20857366916783	0.0692641128877037	7	1.5443504001712	0.383900977273225	36	1.18239429524178	1.23475304309389	1.3992494696084	1.689451330734
5	1.1846479337235	0.100615449779576	5	1.66151882407118	0.529466800282806	39	1.13965133666474	1.22964453078227	1.42473407261885	1.89830357552351
4	1.17753492458896	0.10227845852052	4	1.70649663297266	0.667124390409009	42	1.1263956953287	1.22867415384922	1.37293443776815	2.04005882817716
2	1.23232656793688	0.100188594568207	2	2.21387299057648	1.1224271462622	45	1.16148253332015	1.30317060255361	1.42019714406662	3.00754883708635
2	1.18788506849259	0.106461404265067	2	2.14811435344288	1.09547617962268	48	1.11260548760212	1.26316464938306	1.37349571820335	2.92273298868241
2	1.17066840327363	0.0746336094100569	2	2.16433798528008	1.09697598692337	51	1.11789447195535	1.22344233459191	1.38865882612777	2.9400171444324
1	1.04253206193998	NA	1	2.3575426061803	NA	54	NA	NA	NA	NA
1	1.06388347158688	NA	1	2.25720424910029	NA	57	NA	NA	NA	NA
