"n_1"	"mean_1"	"sd_1"	"n_2"	"mean_2"	"sd_2"	"time"	"lower_1"	"upper_1"	"lower_2"	"upper_2"
1	0.943951667532389	NA	1	0.730971912725385	NA	-96	NA	NA	NA	NA
2	0.968751585076117	0.0571739978359775	2	0.773198158813925	0.0593681422181007	-93	0.928323463498753	1.00917970665348	0.731218542865058	0.815177774762791
3	0.974768389994751	0.0414449489569105	3	0.805913047895463	0.0482761115237398	-90	0.950840137557928	0.998696642431573	0.778040821911803	0.833785273879122
4	0.970977866722677	0.0199574459590924	4	0.771470551392459	0.0883235843314867	-87	0.96099914374313	0.980956589702223	0.727308759226715	0.815632343558202
4	0.960602268511961	0.028499701554639	4	0.789201245012733	0.0730263831306898	-84	0.946352417734641	0.97485211928928	0.752688053447388	0.825714436578078
4	0.961454457695617	0.0190397907949799	4	0.792089709032243	0.041542551289499	-81	0.951934562298127	0.970974353093107	0.771318433387493	0.812860984676992
5	0.957398756011644	0.014315278794851	5	0.831235118561875	0.0662259353720267	-78	0.950996768711215	0.963800743312074	0.801617979888803	0.860852257234947
6	0.962104588140703	0.0136124369108242	6	0.804002923955635	0.107288783618183	-75	0.956547334042812	0.967661842238594	0.760202461457565	0.847803386453706
7	0.964180371600806	0.0150689550620939	7	0.825746561782553	0.0987695503576874	-72	0.958484841941962	0.96987590125965	0.788415180732251	0.863077942832855
7	0.966836709029379	0.00863474008776477	7	0.831607986578483	0.0952710862272831	-69	0.963573084042535	0.970100334016222	0.795598900679571	0.867617072477394
7	0.966185586345383	0.00993383529037423	7	0.853510218767258	0.0838416868430196	-66	0.962430949524896	0.96994022316587	0.821821039783432	0.885199397751085
7	0.966668389268565	0.0103125959297632	7	0.85473834864666	0.0787175139998861	-63	0.962770594382615	0.970566184154515	0.824985924951097	0.884490772342223
10	0.966591443187925	0.0389836096655908	10	0.841790573710363	0.10924854246218	-60	0.954263743392103	0.978919142983748	0.807243151186952	0.876337996233774
10	0.974085003522416	0.0160024636406083	10	0.865103845459165	0.0567612689685127	-57	0.969024580194581	0.979145426850252	0.847154356176972	0.883053334741359
10	0.977113579124353	0.0168366418892112	10	0.863165631133237	0.0434381274915324	-54	0.971789365472503	0.982437792776204	0.849429289116636	0.876901973149839
10	0.980461378432641	0.00983490232018265	10	0.883253150903755	0.0508044376537515	-51	0.977351309242936	0.983571447622346	0.867187377080768	0.899318924726743
10	0.979502832584589	0.00696487004164649	10	0.889607538388201	0.0626663920965397	-48	0.977300347290722	0.981705317878457	0.869790685211177	0.909424391565225
