"n_1"	"mean_1"	"sd_1"	"n_2"	"mean_2"	"sd_2"	"time"	"lower_1"	"upper_1"	"lower_2"	"upper_2"
2	1.05936860463315	0	2	0.752824679879727	0	-105	1.05936860463315	1.05936860463315	0.752824679879727	0.752824679879727
2	1.05744092314844	0	2	0.758249596013147	0	-102	1.05744092314844	1.05744092314844	0.758249596013147	0.758249596013147
2	1.06931303419039	0	2	0.776573409592842	0	-99	1.06931303419039	1.06931303419039	0.776573409592842	0.776573409592842
2	1.07612317348179	0	2	0.790811496829605	0	-96	1.07612317348179	1.07612317348179	0.790811496829605	0.790811496829605
3	1.03209050722773	0.0294375026929129	3	0.730553714595593	0.0327254865283942	-93	1.01509475712371	1.04908625733176	0.711659646139063	0.749447783052123
4	1.03398206365425	0.0549257708820034	4	0.745177422850576	0.0482165027225684	-90	1.00651917821324	1.06144494909525	0.721069171489291	0.76928567421186
5	0.992250941901565	0.0762675006358997	5	0.731436726740081	0.0427557753516204	-87	0.958143078722389	1.02635880508074	0.712315762716694	0.750557690763467
5	1.0057785526858	0.0929783205644184	5	0.761024157339585	0.0585271255169884	-84	0.964197383642644	1.04735972172897	0.734850031102855	0.787198283576314
5	0.993802986791218	0.0632529644629917	5	0.75752414294563	0.0405624474242217	-81	0.965515401127692	1.02209057245474	0.739384064990766	0.775664220900494
5	0.994224099016886	0.0535044414017368	5	0.778847585849517	0.0228150483982474	-78	0.970296185402399	1.01815201263137	0.768644386023831	0.789050785675202
5	1.0088721050797	0.0559665284563111	5	0.804507833388374	0.0440120491398084	-75	0.983843112661102	1.0339010974983	0.784825046647239	0.824190620129508
5	1.01192736650827	0.0360716134228269	5	0.815391441915138	0.0430904814717853	-72	0.995795650573967	1.02805908244258	0.796120792764316	0.834662091065959
5	0.992544772125968	0.0433302375542116	5	0.796525538442793	0.0177161803008329	-69	0.973166900795482	1.01192264345645	0.788602621751932	0.804448455133654
5	1.00941852157211	0.0542384482051353	5	0.831500367505931	0.0463417526810965	-66	0.985162350135952	1.03367469300827	0.810775705667648	0.852225029344214
5	1.02860995363112	0.0480090705230691	5	0.861775496090331	0.0518592472539471	-63	1.00713964458589	1.05008026267636	0.838583335665972	0.88496765651469
5	1.00658649796033	0.0453584763073534	5	0.837546140810989	0.0316296725727392	-60	0.986301570684518	1.02687142523614	0.823400921215248	0.85169136040673
6	0.989975664964788	0.0473982844771169	6	0.836503157874817	0.0396159182230524	-57	0.970625396356085	1.00932593357349	0.820330026985099	0.852676288764534
6	1.02731211251784	0.0663088739199032	6	0.892960365185132	0.0866245772215005	-54	1.00024162809745	1.05438259693822	0.8575960296223	0.928324700747965
6	1.00557625990318	0.0463321284709611	6	0.87147580756831	0.0367855241646497	-51	0.986661247661355	1.024491272145	0.856458180214274	0.886493434922345
6	1.02543874833213	0.0748582583971187	6	0.914520879351911	0.0845668900312124	-48	0.994877992314408	1.05599950434986	0.879996591066823	0.949045167636999
6	1.03523892669715	0.0618158218768218	6	0.938774562083037	0.0933426817069866	-45	1.01000272309232	1.06047513030198	0.900667571848848	0.976881552317227
6	1.02068401094612	0.0583856782512904	6	0.935902425457557	0.0788313069851187	-42	0.996848157612453	1.04451986427978	0.903719679145851	0.968085171769264
6	1.01607367054385	0.0643026016226077	6	0.93932508098324	0.0884156208762113	-39	0.989822243359043	1.04232509772866	0.903229554910226	0.975420607056255
6	1.00067949701491	0.0530285990012935	6	0.93569230662332	0.0688412352285008	-36	0.979030662126937	1.02232833190288	0.907587990027864	0.963796623218776
6	1.02105560539987	0.0347308806322313	6	0.960710208234251	0.0588467932517271	-33	1.00687678275546	1.03523442804429	0.936686105489953	0.984734310978549
6	1.01978197552712	0.056837417989245	6	0.968070183013112	0.0840330453440929	-30	0.996578196798635	1.04298575425561	0.933763835908914	1.00237653011731
