"n_1"	"mean_1"	"sd_1"	"n_2"	"mean_2"	"sd_2"	"time"	"lower_1"	"upper_1"	"lower_2"	"upper_2"
2	0.954382593134264	0	2	0.672715776609539	0	-105	0.954382593134264	0.954382593134264	0.672715776609539	0.672715776609539
2	0.95805227061294	0	2	0.682415737343516	0	-102	0.95805227061294	0.95805227061294	0.682415737343516	0.682415737343516
2	0.947796260453758	0	2	0.684078688895993	0	-99	0.947796260453758	0.947796260453758	0.684078688895993	0.684078688895993
2	0.978113592121757	0	2	0.719897908335344	0	-96	0.978113592121757	0.978113592121757	0.719897908335344	0.719897908335344
3	0.933772675529791	0.00650270659938559	3	0.624491528391267	0.0588628108669826	-93	0.930018336124174	0.937527014935407	0.590507068691956	0.658475988090577
4	0.990549420276469	0.0552725802592483	4	0.697822151642228	0.105191679966836	-90	0.962913130146845	1.01818571040609	0.64522631165881	0.750417991625646
5	0.962826059648128	0.0675322519771941	5	0.688171689124213	0.0920432766077166	-87	0.932624718429198	0.993027400867059	0.647008684450879	0.729334693797547
5	0.976657717589477	0.0893937287701771	5	0.720335712899054	0.120132446801687	-84	0.936679626731018	1.01663580844794	0.666610849428665	0.774060576369444
5	0.939459487160727	0.0687084820509115	5	0.691610074447741	0.102400752655506	-81	0.908732119861394	0.970186854460059	0.64581506567077	0.737405083224711
5	0.947340797776904	0.0505633042312554	5	0.713081893095449	0.0693397724509047	-78	0.924728200691286	0.969953394862522	0.682072204146531	0.744091582044367
5	0.954854382207216	0.0599074184448818	5	0.733815589318163	0.0880150679938117	-75	0.92806297020736	0.981645794207072	0.694454054302477	0.773177124333849
5	0.949641787291971	0.0628009955889608	5	0.74263673598903	0.0951978087633809	-72	0.921556328253655	0.977727246330287	0.700062981648241	0.785210490329819
5	0.936625983769473	0.0395589260658792	5	0.730206032660102	0.0500835209134873	-69	0.918934694209434	0.954317273329512	0.707808001197084	0.75260406412312
5	0.956204379714247	0.0592256504125951	5	0.76365680927831	0.0820553789203674	-66	0.929717863647406	0.982690895781087	0.726960528241221	0.800353090315399
5	0.981990810859552	0.0640866827339094	5	0.797065823376685	0.104542305142032	-63	0.953330375050455	1.01065124666865	0.750313083212263	0.843818563541107
5	0.92973522006564	0.0640137180091281	5	0.738332079132977	0.0843703383020374	-60	0.901107415073458	0.958363025057823	0.700600516787375	0.776063641478579
6	0.959785081500729	0.0413020193514287	6	0.794784342198907	0.0672145132579754	-57	0.942923602707802	0.976646560293655	0.767344132066978	0.822224552330836
6	0.989487090827641	0.0826893304692449	6	0.856663659466573	0.140519868272044	-54	0.95572931302397	1.02324486863131	0.799296663468304	0.914030655464842
6	0.964934228200002	0.0591680065111281	6	0.82539306867711	0.0926054241382433	-51	0.940778990691679	0.989089465708324	0.787587062584992	0.863199074769229
6	0.988314205538205	0.0981527859249093	6	0.873891001723997	0.149724466721388	-48	0.948243498480095	1.02838491259631	0.812766244144377	0.935015759303617
6	0.987358031119945	0.0910953874190399	6	0.886129842649043	0.153517595460958	-45	0.950168494936979	1.02454756730291	0.823456546745984	0.948803138552102
6	0.990033862443483	0.0805115088299711	6	0.902934072830949	0.126009161689041	-42	0.957165176600981	1.02290254828599	0.851491047988614	0.954377097673285
6	0.974345519664451	0.0791361109248143	6	0.89320361925111	0.124393435314334	-39	0.942038337665437	1.00665270166346	0.842420211939106	0.943987026563114
6	0.963583990654309	0.0658733817073388	6	0.890600193168522	0.0894821174099359	-36	0.936691295185214	0.990476686123403	0.854069271708829	0.927131114628215
6	0.973814311853346	0.0614575542495358	6	0.909124086078818	0.0932819851473435	-33	0.948724370394882	0.998904253311809	0.87104187511134	0.947206297046297
6	0.973670073481865	0.0834201215526953	6	0.921686664129943	0.130685416792899	-30	0.939613951467689	1.00772619549604	0.868334566135685	0.975038762124202
7	0.974153202735805	0.064020952088237	7	0.920258526120493	0.101321225021516	-27	0.949955557318226	0.998350848153385	0.881962702700587	0.9585543495404
7	0.969649226565919	0.0844360467882126	7	0.92758966337017	0.142738736317664	-24	0.93773540063863	1.00156305249321	0.873639492119861	0.981539834620479
7	0.960078189662511	0.0774299273389531	7	0.917191075701534	0.130276358619683	-21	0.9308124279807	0.989343951344321	0.867951240470284	0.966430910932783
7	0.963086773698297	0.0693827341125245	7	0.923141806042934	0.123599770636359	-18	0.936862565163517	0.989310982233076	0.876425483870301	0.969858128215567
8	0.96576310199543	0.056735797678767	8	0.930342476716291	0.098311676879809	-15	0.945703968358088	0.985822235632772	0.895584050020524	0.965100903412058
8	0.969153384514013	0.0478193832916676	8	0.943124817311391	0.0836349891150707	-12	0.952246679415165	0.986060089612862	0.913555383337526	0.972694251285256
8	0.974506589487242	0.0530809726144862	8	0.957355235052353	0.0851386829051497	-9	0.955739631643401	0.993273547331082	0.927254165040592	0.987456305064115
8	0.972417393697291	0.0665423563307809	8	0.964580975464761	0.0945956959120543	-6	0.948891117998478	0.995943669396105	0.931136346439524	0.998025604489998
8	0.963369203521759	0.0602765112959123	8	0.957281802267288	0.0855176115359464	-3	0.942058238579955	0.984680168463562	0.927046760753316	0.987516843781261
8	1	0	8	1	0	0	1	1	1	1
9	1.05459065305273	0.0441231558227214	9	1.07510150049584	0.0585832624816323	3	1.03988293444515	1.0692983716603	1.0555737463353	1.09462925465639
9	1.38737206060314	0.246991135391899	9	1.2979777685791	0.0926231937353216	6	1.30504168213917	1.4697024390671	1.26710337066733	1.32885216649087
8	1.76852518482882	0.242529538094507	8	1.4725290377981	0.171051746083159	9	1.68277804431648	1.85427232534115	1.4120531130035	1.5330049625927
8	1.73788419164448	0.276940063524064	8	1.45131318281878	0.182500401794204	12	1.63997109319443	1.83579729009453	1.3867895469798	1.51583681865775
8	1.6081506564359	0.248679889873726	8	1.41545633769619	0.171477282799083	15	1.52022903819868	1.69607227467312	1.35482996295285	1.47608271243952
7	1.52116562956693	0.327160768653612	7	1.38836980771034	0.213380153148778	18	1.39751048205348	1.64482077708039	1.30771969057483	1.46901992484584
7	1.47098437499697	0.302510848761711	7	1.39336377819844	0.215136845906489	21	1.35664602146518	1.58532272852877	1.31204969361053	1.47467786278636
5	1.43969495472369	0.311160031782346	5	1.37885701021321	0.239065105512246	24	1.30053995813442	1.57884995131295	1.2719438448185	1.48577017560792
5	1.3977612157212	0.310004551404978	5	1.36815832852473	0.278816220508516	27	1.25912296566602	1.53639946577637	1.2434679240674	1.49284873298205
5	1.35216699486776	0.263924915149225	5	1.32965217674232	0.248344811928507	30	1.23413618462185	1.47019780511367	1.21858900047601	1.44071535300863
5	1.35999180039722	0.267156367327285	5	1.37920221968757	0.277452492491825	33	1.24051584080408	1.47946775999036	1.25512169293987	1.50328274643526
4	1.26681222962172	0.243175964623071	4	1.34944531048956	0.316250459814111	36	1.14522424731018	1.38840021193325	1.1913200805825	1.50757054039661
4	1.25188141401721	0.228088138398761	4	1.3361890156449	0.298880918501944	39	1.13783734481783	1.36592548321659	1.18674855639393	1.48562947489587
4	1.29690395192929	0.256632578969047	4	1.46157816474993	0.37948788450057	42	1.16858766244477	1.42522024141381	1.27183422249964	1.65132210700021
3	1.19292598732257	0.237324527329469	3	1.31415635328941	0.362082009139396	45	1.0559066075836	1.32994536706154	1.10510820784406	1.52320449873476
3	1.1763910173697	0.207651769416118	3	1.30751703633142	0.317149190579458	48	1.05650321239961	1.2962788223398	1.1244108657771	1.49062320688575
3	1.13909417091068	0.183157689929608	3	1.3134800979549	0.310120809994674	51	1.03334802932567	1.24484031249568	1.13443176482318	1.49252843108663
3	1.06965109178175	0.143777389201669	3	1.2450416699735	0.24726623198227	54	0.986641177422788	1.15266100614072	1.10228244437703	1.38780089556997
2	1.03228184321818	0.177810902445137	2	1.26063806512078	0.446212597740135	57	0.906550548330326	1.15801313810604	0.94511811140787	1.5761580188337
2	1.03059443395919	0.180674743574148	2	1.29418654673101	0.451189405468006	60	0.902838097588767	1.15835077032961	0.975147458525056	1.61322563493696
