"n_1"	"mean_1"	"sd_1"	"n_2"	"mean_2"	"sd_2"	"time"	"lower_1"	"upper_1"	"lower_2"	"upper_2"
1	0.883921597334058	NA	1	1.05337413728819	NA	-105	NA	NA	NA	NA
2	0.901401380384368	0.188647263131921	2	1.05321891211113	0.449238749359153	-102	0.768007621371504	1.03479513939723	0.735559146067511	1.37087867815475
2	0.904028664561044	0.146021352411196	2	1.01179537644501	0.336764422399429	-99	0.800775976073056	1.00728135304903	0.773666969704001	1.24992378318601
3	1.01048932846728	0.20822084251655	3	1.02658748632085	0.264136749009835	-96	0.890272968989455	1.1307056879451	0.874088063177153	1.17908690946455
4	0.903980960563542	0.224902852185397	4	0.862565599417509	0.396088891566134	-93	0.791529534470843	1.01643238665624	0.664521153634442	1.06061004520058
4	0.928050850132424	0.238191332075604	4	0.893039104376726	0.408804121432533	-90	0.808955184094622	1.04714651617023	0.688637043660459	1.09744116509299
5	0.998992132066484	0.254138880923237	5	0.916977223957801	0.343823946670542	-87	0.885337769372467	1.1126464947605	0.763214480548282	1.07073996736732
5	0.994413171763799	0.258877189272503	5	0.929224636704776	0.337468437866502	-84	0.878639773156319	1.11018657037128	0.778304163238743	1.08014511017081
5	0.989356944586706	0.25119903042346	5	0.93242501078549	0.330641195901601	-81	0.877017323004927	1.10169656616848	0.784557772745929	1.08029224882505
6	0.996943231812788	0.219876615488984	6	0.922910280556099	0.293305559568261	-78	0.90717897942643	1.08670748419915	0.803168787278809	1.04265177383339
6	0.99846300962503	0.210504539781909	6	0.927163518672692	0.284195170221439	-75	0.912524891124183	1.08440112812588	0.811141326271703	1.04318571107368
6	1.01216657972135	0.215652948512572	6	0.960439552432087	0.299495388136209	-72	0.924126632157597	1.1002065272851	0.838171072223669	1.08270803264051
6	1.02497782393834	0.214188736277397	6	0.998649922688718	0.318871735952289	-69	0.937535638516474	1.1124200093602	0.868471081608951	1.12882876376848
7	1.03971953999471	0.196193457563419	7	1.00695082194547	0.309989248682698	-66	0.965565383198889	1.11387369679052	0.889785898928591	1.12411574496236
7	1.02987941548212	0.193830896947841	7	1.00514580419747	0.308322973522868	-63	0.956618222664323	1.10314060829992	0.888610673993262	1.12168093440168
7	1.03542200231491	0.200203160393202	7	0.997459411365852	0.251359051268918	-60	0.959752320302108	1.1110916843277	0.902454620016896	1.09246420271481
7	1.02182721999805	0.18530769285617	7	0.965224705098872	0.211091711406624	-57	0.951787495523116	1.09186694447299	0.885439537640452	1.04500987255729
