"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
4	245.8156	292.048	342.6274	9	-90
5	244.9114	290.7694	345.7828	12	-87
6	257.603666666667	330.560833333333	350.5935	15	-84
7	251.537333333333	317.657166666667	359.189833333333	18	-81
8	246.1845	305.01	357.952333333333	21	-78
9	253.042833333333	325.705166666667	365.147166666667	24	-75
10	253.43	334.527166666667	366.848333333333	27	-72
11	240.6896	299.7756	377.578	30	-69
12	251.914333333333	334.610333333333	377.113666666667	33	-66
13	256.8475	353.421666666667	373.977666666667	36	-63
14	249.0798	329.1492	377.672	39	-60
15	241.73725	306.45525	368.37275	42	-57
16	269.4786	395.1888	357.4128	45	-54
17	255.8685	355.779	367.08075	48	-51
18	277.4848	424.9512	351.7292	51	-48
19	278.7788	438.6364	357.012	54	-45
20	273.5598	425.2336	360.5224	57	-42
21	269.1046	417.8136	363.6246	60	-39
22	261.8518	396.2964	374.422	63	-36
23	259.653	396.27	375.8912	66	-33
24	267.5726	431.2102	371.6346	69	-30
25	263.4672	416.5534	367.3702	72	-27
26	273.791	460.454	354.595666666667	75	-24
27	269.771166666667	452.362	354.421833333333	78	-21
28	266.637833333333	450.217	352.9915	81	-18
29	261.149333333333	435.9645	362.3025	84	-15
30	256.338166666667	424.561833333333	362.424166666667	87	-12
31	252.172833333333	416.3665	367.501333333333	90	-9
32	249.9055	408.1935	365.5265	93	-6
33	249.620166666667	408.915166666667	365.200333333333	96	-3
34	239.373	374.727833333333	358.030666666667	99	0
35	247.296166666667	416.878	370.239166666667	102	3
36	291.4635	536.31325	364.273	105	6
