"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
5	372.326666666667	668.438333333333	899.3	12	-57
6	395.39475	748.8355	912.27225	15	-54
7	367.34075	682.192	965.33275	18	-51
8	360.0145	666.231	1054.3875	21	-48
9	367.16925	689.26125	1008.21625	24	-45
10	369.561	699.90375	1040.583	27	-42
11	380.51225	728.76575	976.5355	30	-39
12	362.0435	695.63425	1065.37025	33	-36
13	382.1015	750.442	966.3925	36	-33
14	388.3675	754.2705	920.68325	39	-30
15	389.81225	758.8105	933.22625	42	-27
16	376.06075	725.2025	952.21575	45	-24
17	355.736	670.14025	980.22025	48	-21
18	346.826	653.23275	1021.227	51	-18
19	362.5005	698.01675	967.119	54	-15
20	374.21	729.1835	938.90475	57	-12
21	388.55825	776.43825	890.6975	60	-9
22	409.52925	833.023	847.28075	63	-6
23	386.872	783.159	873.19675	66	-3
24	384.035	753.6065	817.78075	69	0
25	426.0778	800.675	927.3206	72	3
26	715.96525	1021.92125	1020.4295	75	6
27	815.792666666667	1173.4075	929.726	78	9
28	759.3204	1186.0264	846.8518	81	12
29	724.3365	1203.9295	822.625	84	15
30	699.1495	1162.67325	848.0425	87	18
31	670.10275	1183.668	829.594	90	21
