"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
5	NA	NA	NA	12	-57
6	NA	NA	NA	15	-54
7	NA	NA	NA	18	-51
8	NA	NA	NA	21	-48
9	NA	NA	NA	24	-45
10	NA	NA	NA	27	-42
11	NA	NA	NA	30	-39
12	NA	NA	NA	33	-36
13	NA	NA	NA	36	-33
14	NA	NA	NA	39	-30
15	NA	NA	NA	42	-27
16	NA	NA	NA	45	-24
17	NA	NA	NA	48	-21
18	NA	NA	NA	51	-18
19	NA	NA	NA	54	-15
20	NA	NA	NA	57	-12
21	NA	NA	NA	60	-9
22	NA	NA	NA	63	-6
23	NA	NA	NA	66	-3
24	1.07651906919574	1.04551249667504	1.07987105959358	69	0
25	1.08843653496405	1.09794846127839	1.06163345225318	72	3
26	1.01476907051249	1.13987278693653	1.04076088737368	75	6
27	0.982464009424314	1.04791152323717	1.03780808846662	78	9
28	0.956173674635924	0.979667173119557	1.038055506251	81	12
29	0.977670756658437	1.00062002748361	1.05333450777088	84	15
30	0.960153500687593	0.951024556420203	1.06855181109174	87	18
31	1.0384036493023	1.01889452578633	1.11603287181698	90	21
