"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	516.597142857143	409.730571428571	839.056	0	-15
2	519.791142857143	423.999714285714	834.722285714286	3	-12
3	534.962428571429	439.458285714286	869.909428571429	6	-9
4	516.170333333333	424.654333333333	966.366833333333	9	-6
5	519.067571428571	428.081857142857	963.601142857143	12	-3
6	530.162666666667	447.938166666667	977.859	15	0
7	531.4254	462.3912	861.4854	18	3
8	615.4954	537.9454	1026.2002	21	6
9	965.9442	695.688	1099.8228	24	9
10	1000.1735	684.821	985.928	27	12
11	899.611428571429	668.303857142857	841.045	30	15
12	856.1005	660.4405	819.3025	33	18
13	822.220166666667	669.784666666667	804.128833333333	36	21
14	815.645	674.7682	847.5762	39	24
15	776.9778	675.9974	816.5678	42	27
16	745.4734	663.753	792.6084	45	30
17	777.68325	722.01375	831.92475	48	33
18	721.5695	695.396	747.56625	51	36
19	681.082	651.34875	703.4885	54	39
20	769.842	786.426	787.6855	57	42
21	748.036	754.303	758.711	60	45
22	721.882	728.451	708.033	63	48
23	678.3355	730.237	735.1195	66	51
24	580.14	654.836	645.628	69	54
25	613.935333333333	706.021333333333	718.612	72	57
26	614.114333333333	722.625333333333	707.320333333333	75	60
