"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
5	NA	NA	NA	12	-57
6	NA	NA	NA	15	-54
7	NA	NA	NA	18	-51
8	NA	NA	NA	21	-48
9	NA	NA	NA	24	-45
10	NA	NA	NA	27	-42
11	NA	NA	NA	30	-39
12	NA	NA	NA	33	-36
13	NA	NA	NA	36	-33
14	NA	NA	NA	39	-30
15	NA	NA	NA	42	-27
16	NA	NA	NA	45	-24
17	NA	NA	NA	48	-21
18	NA	NA	NA	51	-18
19	NA	NA	NA	54	-15
20	NA	NA	NA	57	-12
21	NA	NA	NA	60	-9
22	NA	NA	NA	63	-6
23	NA	NA	NA	66	-3
24	1.24616072319797	1.23935811770909	0.903409624156597	69	0
25	1.1998692883475	1.26321166515752	0.811414808068177	72	3
26	0.997887350910769	1.23396690302702	0.780203499278163	75	6
27	0.895797768060349	1.08722886124386	0.794628471183983	78	9
28	0.881536634601151	1.08655127744205	0.823974749773219	81	12
29	0.920058103749661	1.08082491541241	0.846253558223168	84	15
30	0.87077441949111	0.974709360518959	0.751896278783198	87	18
31	0.935725901736711	1.01232355694333	0.78973088040656	90	21
