"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	213.882428571429	468.114142857143	762.81	0	-93
2	209.706857142857	456.976714285714	759.17	3	-90
3	208.734285714286	451.708714285714	777.896857142857	6	-87
4	210.390285714286	469.133285714286	759.149571428571	9	-84
5	207.862857142857	470.879	798.506285714286	12	-81
6	213.662	519.8	748.579142857143	15	-78
7	213.331857142857	523.299285714286	735.763857142857	18	-75
8	215.702142857143	546.967	742.642857142857	21	-72
9	215.874714285714	562.343571428571	747.425857142857	24	-69
10	215.899	563.644857142857	745.792	27	-66
11	210.983714285714	547.061857142857	777.062285714286	30	-63
12	212.751714285714	566.297428571429	821.442714285714	33	-60
13	215.412142857143	586.618142857143	830.454285714286	36	-57
14	214.843428571429	585.572142857143	819.121571428571	39	-54
15	214.449428571429	589.933428571429	802.725	42	-51
16	214.659571428571	600.024714285714	812.719	45	-48
17	216.685	617.914142857143	805.916714285714	48	-45
18	221.683428571429	673.641285714286	776.891142857143	51	-42
19	223.057142857143	687.089285714286	782.587714285714	54	-39
20	221.226285714286	682.423285714286	799.461285714286	57	-36
21	223.034142857143	706.852	779.791857142857	60	-33
22	220.447857142857	689.925714285714	774.890857142857	63	-30
23	222.464	714.655428571429	765.609	66	-27
24	224.709714285714	735.279714285714	778.891142857143	69	-24
25	223.181	727.225857142857	820.287857142857	72	-21
26	221.632285714286	719.027142857143	837.195285714286	75	-18
27	223.473428571429	738.682285714286	829.613428571429	78	-15
28	225.771571428571	772.347571428571	842.750428571429	81	-12
29	226.388571428571	791.037142857143	845.245142857143	84	-9
30	228.531	813.553	812.353285714286	87	-6
31	227.792142857143	806.470285714286	826.731714285714	90	-3
32	230.908714285714	841.141285714286	733.614857142857	93	0
33	245.135714285714	875.278571428571	851.278285714286	96	3
34	252.640428571429	961.378285714286	924.028142857143	99	6
35	336.434571428571	1201.59842857143	950.176428571429	102	9
36	323.664285714286	1116.25714285714	869.872	105	12
37	303.808571428571	1076.31128571429	799.899857142857	108	15
38	289.620428571429	1056.84371428571	757.786857142857	111	18
39	280.385714285714	1052.70942857143	731.278571428571	114	21
