"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
32	258.557	745.761	682.864	93	18
33	243.566	624.1035	598.948	96	21
34	237.5745	646.2835	557.724	99	24
35	275.406	824.657	729.8585	102	27
36	264.1975	753.72	688.519	105	30
37	288.236333333333	889.381333333333	769.272	108	33
38	283.687666666667	890.621666666667	740.658	111	36
39	304.3115	1034.567	759.0135	114	39
40	307.9965	1049.6175	753.02	117	42
41	306.339666666667	988.355666666667	806.412333333333	120	45
42	301.423666666667	932.930333333333	805.298	123	48
43	315.316666666667	1047.48166666667	834.392	126	51
44	325.046	1104.22	912.6825	129	54
45	321.725333333333	1139.55966666667	864.446333333333	132	57
46	330.416666666667	1244.06266666667	842.945666666667	135	60
