"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-15
2	NA	NA	NA	3	-12
3	NA	NA	NA	6	-9
4	NA	NA	NA	9	-6
5	NA	NA	NA	12	-3
6	NA	NA	NA	15	0
7	NA	NA	NA	18	3
8	1.0196262230392	1.03161445380888	0.649644923086158	21	6
9	0.83516340798982	0.891263396810064	0.65510325845218	24	9
10	0.705353621146731	0.907784175232165	0.550047941296592	27	12
11	0.691772003150567	0.805058199574317	0.679375063165467	30	15
12	0.661855705025286	0.695416165422926	0.688593041031853	33	18
13	0.638081223581437	0.636214176297457	0.677191548700841	36	21
14	0.678732782031399	0.708361281202444	0.666915847802239	39	24
15	0.774599995006292	0.934402262493909	0.626305311083783	42	27
16	0.890940910835987	1.11705521481635	0.723254068465588	45	30
17	0.863715400839609	1.07222958011534	0.727490076476268	48	33
18	0.93938040618402	1.13104475723185	0.78626576574317	51	36
19	1.02463041650394	1.25698662454893	0.875384601169742	54	39
20	0.934444990010937	1.09014198411548	0.828720980645194	57	42
21	0.966467522953441	1.14555821732116	0.856045318968619	60	45
22	0.894988377601879	1.05674163396028	0.830651254955631	63	48
23	0.868977076977395	0.955193998660709	0.803258517832815	66	51
24	1.00590259822342	1.04851952753565	0.958434268650059	69	54
25	1.00179117670374	1.08336292010062	0.872555704608328	72	57
26	0.900951940002486	0.862895986670824	0.870319954042511	75	60
