"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
32	298.317447856305	1128.17678638936	510.128204495183	93	18
33	302.974706557254	1154.53451232025	518.555572966209	96	21
34	300.773040864228	1148.04009589169	517.289347137512	99	24
35	300.752241760223	1134.85701035571	525.670472063637	102	27
36	301.344243970664	1171.41833209389	524.260279460448	105	30
37	303.38992316411	1200.41345297362	528.401315665396	108	33
38	296.774869189376	1140.2780277401	528.104077066073	111	36
39	299.346591976893	1178.86632029372	516.259052795698	114	39
40	298.396134650117	1199.94981860971	517.566433360744	117	42
41	294.002036470536	1109.03507414616	531.910306222648	120	45
42	296.158164771142	1160.01296792576	528.807380850642	123	48
43	293.783913253922	1131.75823437969	530.437040838994	126	51
44	288.562205021901	1097.86685995839	526.266481012192	129	54
45	289.57147894277	1079.07722690116	532.178384228716	132	57
46	293.968773010856	1126.52968114984	539.877411884303	135	60
