"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
29	214.208666666667	681.381833333333	2224.83466666667	84	-15
30	215.171714285714	772.843142857143	2227.898	87	-12
31	NA	NA	NA	90	-9
32	213.440166666667	688.819166666667	2289.472	93	-6
33	214.703571428571	756.643285714286	2284.86271428571	96	-3
34	216.801	776.164	2253.793	99	0
35	221.778	814.044833333333	2041.21066666667	102	3
36	227.275666666667	915.964	2379.58566666667	105	6
37	590.5212	1239.5902	2693.5194	108	9
38	391.762	1257.4308	2569.4798	111	12
39	299.7526	1218.8126	2464.126	114	15
40	275.9448	1173.0634	2365.8102	117	18
41	263.8786	1163.2522	2264.8628	120	21
42	268.368666666667	1241.24866666667	2395.45533333333	123	24
43	262.524666666667	1243.84533333333	2390.22066666667	126	27
44	255.264	1235.47466666667	2258.78666666667	129	30
45	245.457666666667	1186.18133333333	2105.713	132	33
46	232.010333333333	1134.72766666667	1848.38533333333	135	36
