"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
24	231.531	410.9494	220.4138	69	-3
25	237.5135	377.36025	228.87425	72	0
26	245.452333333333	431.667	248.83	75	3
27	1133.682	664.441	272.93575	78	6
28	780.1442	808.145	253.2004	81	9
29	574.879	754.4222	259.8712	84	12
30	428.240857142857	625.399428571429	245.458714285714	87	15
31	346.121857142857	630.689857142857	231.729285714286	90	18
32	303.644285714286	648.994142857143	222.390285714286	93	21
33	297.132142857143	662.802428571429	220.365571428571	96	24
