"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	222.480171877877	313.303690144541	231.898747038102	0	-12
2	222.564896579929	303.154252173471	231.121922087757	3	-9
3	221.829694206488	317.486416448217	232.92241530095	6	-6
4	223.930547860958	353.908179649326	231.921848190259	9	-3
5	222.047285119672	294.522274689335	233.111766511364	12	0
6	224.737249865023	362.892108461299	233.607702042068	15	3
7	420.47530933278	499.690434377744	237.502529549052	18	6
8	311.066521771499	505.570274902628	234.793145286769	21	9
9	288.525137000315	496.637419768167	233.3376530178	24	12
10	267.170507498884	522.850684855319	231.382714114611	27	15
11	255.271137167074	545.014983685122	231.103552092541	30	18
12	254.200796814484	563.027253947725	232.835671619438	33	21
13	251.048918492773	578.99374838782	232.811638868037	36	24
14	243.350315546828	575.817150127684	231.999330172227	39	27
15	242.798191710584	600.141200292356	231.634804902535	42	30
16	237.140549374075	622.718534397742	231.426767421069	45	33
17	239.367438466682	684.411262131906	232.971680665676	48	36
18	237.166004051697	691.723253978011	234.348660761462	51	39
19	231.406227204212	695.98167771284	232.94915393549	54	42
20	232.093024616948	740.016374347529	235.77512665253	57	45
21	225.775396026138	692.677155875743	234.820899599985	60	48
22	228.254219717642	720.123374308228	234.691196810191	63	51
23	219.351131389378	679.117838882305	234.299151652644	66	54
24	216.2380221423	673.838359181725	233.882227280278	69	57
25	222.106363255152	735.12037319276	233.793449331276	72	60
26	220.737938349478	727.875228404796	233.257509198768	75	63
27	215.480206116517	685.515834687373	233.850518981551	78	66
