"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
29	NA	NA	NA	84	-15
30	NA	NA	NA	87	-12
31	NA	NA	NA	90	-9
32	NA	NA	NA	93	-6
33	NA	NA	NA	96	-3
34	NA	NA	NA	99	0
35	1.04348492636781	1.21962529090842	0.750497580520841	102	3
36	1.13018551626732	1.09608237878345	0.68853093052474	105	6
37	0.472414876891803	1.17395329520998	0.715462454066601	108	9
38	0.642461494478791	1.16027895928746	0.711999565048147	111	12
39	0.91560840506471	1.24831003552146	0.864671692924794	114	15
40	0.968941372815626	1.12009916372238	0.903423275459714	117	18
41	1.01314581781168	1.30381442648464	0.892691822215456	120	21
42	0.964814571000589	1.4173493573407	0.787917008401743	123	24
43	0.954516020081922	1.38179800489664	0.715612170814912	126	27
44	0.981027485270152	1.41726175958282	0.754445528277718	129	30
45	0.94026532749028	1.3200356662725	0.686657045222529	132	33
46	1.03062004422217	1.55102325580029	0.854242062802201	135	36
