"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
24	NA	NA	NA	69	-3
25	1.01275506444897	1.65741622229686	0.847002229390156	72	0
26	1.09138909523506	1.56230960439413	0.768412168950689	75	3
27	0.282485741151399	1.26146565308282	0.707759976477981	78	6
28	0.352423308408881	0.939750911037004	0.811995162724861	81	9
29	0.449233084991218	1.07979325104696	0.754209521229491	84	12
30	0.664116922185979	1.56942367041924	0.838616250662268	87	15
31	0.871367969909854	1.59700443663843	0.924436457565941	90	18
32	0.9996828996335	1.5663531191895	0.976791766341284	93	21
33	1.03031599697104	1.6777578838943	0.994592751395571	96	24
