"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-12
2	NA	NA	NA	3	-9
3	NA	NA	NA	6	-6
4	NA	NA	NA	9	-3
5	1.03940298141949	1.2364176623211	1.01064491022807	12	0
6	1.06385551619306	1.14254446625584	1.00950739912349	15	3
7	0.617519053766881	0.996167560600574	0.983627763628454	18	6
8	0.707943079345947	0.75747436261534	0.975326599591766	21	9
9	0.921875622161381	0.92713961127174	0.960623902802155	24	12
10	1.04018926841318	0.984681099562807	0.958952122977232	27	15
11	1.00485301376664	0.930649548914035	1.00766979246956	30	18
12	1.07522074329468	0.956242240700537	1.02261939105466	33	21
13	1.05736261759562	0.956726784888417	0.987870423354932	36	24
14	1.11118651369595	1.01126149760765	1.0018929551197	39	27
15	1.08633579166357	1.2371306495323	1.01269274185372	42	30
16	1.14090911346715	1.34113498518365	0.981914694663632	45	33
17	1.11861888339065	1.30433535779431	1.02139111301493	48	36
18	1.14008081478437	1.05392167444439	1.01503007675842	51	39
19	1.17553267551132	1.14966754275646	1.0358339438043	54	42
20	1.13702778413798	1.01458140903159	1.03041846850663	57	45
21	1.15172937906401	1.08730816888057	1.04173698126424	60	48
22	1.18166897666212	1.00817672888955	1.04699679226267	63	51
23	1.20934946257924	1.28851648087967	1.04905236793762	66	54
24	1.17170906954772	1.22876464774972	1.01115640410196	69	57
25	1.08995627761976	1.01144498638042	1.00167702999292	72	60
26	1.08490478521512	1.09162863831184	1.00957992096399	75	63
27	1.10218294670602	1.11089126063856	0.998458124200638	78	66
