"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
25	201.497924947727	227.959045901515	438.965205011472	72	-15
26	199.171762140953	221.025501979965	439.702375083765	75	-12
27	199.462749496944	221.058774602205	445.312151814003	78	-9
28	198.983408446144	225.98511551552	431.174129980958	81	-6
29	197.588263529564	219.68823610574	433.423340116977	84	-3
30	198.637076760307	196.401845113353	451.088983343584	87	0
31	209.818018320881	204.906360476404	448.608970021947	90	3
32	193.289251570889	222.003949826165	434.99608440712	93	6
33	205.649711964846	233.966140431028	438.573879094257	96	9
34	208.336997973767	219.451832622955	438.072282785612	99	12
35	203.107151719658	223.397513014412	426.269912614784	102	15
