"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
25	192.274333333333	189.824166666667	1053.48183333333	72	-15
26	191.433666666667	191.121166666667	1107.885	75	-12
27	191.4705	188.637333333333	1005.4415	78	-9
28	192.314571428571	193.760571428571	990.136142857143	81	-6
29	192.305285714286	178.664285714286	1134.31685714286	84	-3
30	196.754857142857	175.167571428571	1094.15371428571	87	0
31	431.686428571429	201.242	1195.39757142857	90	3
32	314.865571428571	213.483	1021.402	93	6
33	265.0448	214.3532	1021.1056	96	9
34	251.0312	203.817	1044.5098	99	12
35	236.771333333333	210.407333333333	908.715333333333	102	15
