"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
24	237.954230964334	609.82911123998	187.104532604666	69	-3
25	248.894370462784	604.51593294207	185.099492674384	72	0
26	258.696887312845	678.211840031521	185.496591804571	75	3
27	452.331437449384	841.716750537305	186.780923027046	78	6
28	315.090142441953	967.038995880042	182.706005876529	81	9
29	303.267944298371	908.665856259679	184.604856562907	84	12
30	283.548632959926	755.292634453562	184.536521635694	87	15
31	271.382243745372	769.479203030361	182.464821795801	90	18
32	262.263951045334	764.793577988635	184.122375269547	93	21
33	261.477794122233	806.845607878942	184.779426027461	96	24
