"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	NA	NA	NA	0	-12
2	NA	NA	NA	3	-9
3	NA	NA	NA	6	-6
4	NA	NA	NA	9	-3
5	226.32	367.333	249.88	12	0
6	235.7735	401.741	272.448	15	3
7	291.2385	478.441	264.9675	18	6
8	240	368.211	251	21	9
9	278.420333333333	433.744	255.94	24	12
10	291.0835	477.976	264.853	27	15
11	274.298666666667	469.938	268.318333333333	30	18
12	293.746	508.9135	274.975	33	21
13	276.039666666667	540.493	256.261333333333	36	24
14	292.3185	554.425	277.663	39	27
15	278.949333333333	702.395333333333	270.433666666667	42	30
16	284.9365	830.801	279.3215	45	33
17	278.66825	873.448	276.42425	48	36
18	281.571	723.583333333333	286.93	51	39
19	289.2665	724.5125	300.579	54	42
20	281.702	699.4465	299.5065	57	45
21	279.7565	696.1495	302.9775	60	48
22	277.2045	605.6755	300.7395	63	51
23	272.8345	799.196	286.914833333333	66	54
24	268.609	755.199666666667	279.922666666667	69	57
25	257.6	700.286333333333	276.542666666667	72	60
26	253.843666666667	749.018333333333	280.999	75	63
27	247.774333333333	713.946333333333	278.539333333333	78	66
