"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-12
2	NA	NA	NA	3	-9
3	NA	NA	NA	6	-6
4	NA	NA	NA	9	-3
5	1.06984329575268	1.53658140723655	0.842279831867624	12	0
6	1.11876504445805	1.37079351090396	0.789815870481091	15	3
7	0.312351370289073	1.03665427415321	0.688214759731641	18	6
8	0.332106997494437	0.795115576594529	0.70182894946552	21	9
9	0.607610360484059	0.996878892765375	0.764531748947776	24	12
10	0.812436008780723	1.08806235502207	0.820778778065296	27	15
11	0.869067285292657	1.05260540770098	0.854267234398776	30	18
12	0.969500341598814	1.13867911356775	0.878055992494653	33	21
13	0.943965462212155	1.21443927455356	0.829409523217692	36	24
14	1.04239568233727	1.26000527251158	0.914170042263089	39	27
15	1.01758417873823	1.56777090393694	0.90637117937592	42	30
16	1.05927762232736	1.79092660076806	0.937796711081467	45	33
17	1.02117727634512	1.77823055627829	0.898679375817242	48	36
18	1.04789086521679	1.46016741324726	0.92535079996259	51	39
19	1.10120830969884	1.45623979443756	0.981560653322257	54	42
20	1.06842295898339	1.32817246485035	0.967881258573804	57	45
21	1.09958965328847	1.41473557442187	0.992758875366414	60	48
22	1.0746901399168	1.19063490515817	0.971305518952019	63	51
23	1.08803646215922	1.6071651933575	0.932851292962371	66	54
24	1.09254515444394	1.53414046383934	0.912982038204068	69	57
25	1.00629029091985	1.32271439083608	0.87874873623228	72	60
26	1.00064418363931	1.43211635102881	0.893559511752257	75	63
27	1.01339506494737	1.4151576628586	0.908234282660093	78	66
