"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
29	221.705187030997	1106.55019509489	558.312254582817	84	-15
30	222.343936190117	1145.84098755704	562.878634710914	87	-12
31	NA	NA	NA	90	-9
32	220.924422018744	1071.87673327646	556.886495885406	93	-6
33	223.597721999022	1134.39735079232	555.043233963611	96	-3
34	224.758637325639	1185.27825032568	555.534575562627	99	0
35	227.159999676769	1233.0127856762	598.13994918555	102	3
36	224.189784746118	1076.1397473918	601.806075779067	105	6
37	166.006642613947	1143.00718160858	601.979016241915	108	9
38	186.676283830283	1230.06550234114	599.300961835092	111	12
39	199.464306612332	1334.85685708002	586.793385368063	114	15
40	204.898890574423	1361.37412748908	630.363299264633	117	18
41	203.160815423377	1354.59731658863	627.835251847424	120	21
42	212.216005107104	1438.31089788601	778.00242129313	123	24
43	208.503410863026	1505.54380661675	735.988706828378	126	27
44	203.72852967507	1445.70110317012	728.153000117221	129	30
45	201.131775508099	1383.94775832338	761.674978529157	132	33
46	186.776794356225	1265.11196046143	643.965326377649	135	36
