"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
10	1.17020711548504	1.18738186071659	1.0634121043975	27	-78
11	1.06133526308349	1.04455110154896	1.01905252400696	30	-75
12	1.15908249811096	1.15743934797837	1.01187547095085	33	-72
13	1.24031087624795	1.24883593147697	1.01438435460512	36	-69
14	1.03933752387509	1.02387489013688	1.03480361101006	39	-66
15	1.07112956596748	1.06910973742	1.01189416650621	42	-63
16	1.02835330799794	1.0088751419711	1.02369222488621	45	-60
17	1.04801020919905	1.06230713891961	1.01454435742947	48	-57
18	1.00238233077996	0.992218730925786	1.0150783504742	51	-54
19	0.974823190726537	0.942875168705071	1.01494303662822	54	-51
20	0.995439613635286	0.994525801683111	1.02776112584457	57	-48
21	0.954388852270434	0.934964574972644	1.0102714918786	60	-45
22	0.857890618239588	0.845535642163352	1.04545023144675	63	-42
23	0.919165716416562	0.904504351270425	1.03763087815173	66	-39
24	0.855615098442139	0.810537716956334	1.01043429526664	69	-36
25	0.89917289982953	0.853369170568021	1.00903827232334	72	-33
26	0.932126271080656	0.900942457115934	1.02358860111469	75	-30
27	0.963276198126927	0.95796143543109	1.02313370731025	78	-27
28	0.994854784182615	0.969649334189309	0.996929154097632	81	-24
29	0.961083849289174	0.960027786849837	1.06651800926499	84	-21
30	0.912749467481193	0.88556071363834	1.05154424574432	87	-18
31	0.990436751679111	0.996465857130091	1.02670036075701	90	-15
32	1.02876410518435	1.01058239810874	1.03219175063603	93	-12
33	1.09660546886838	1.07144078325943	1.0265539355461	96	-9
34	1.08830495247797	1.08739014740727	1.02447415795935	99	-6
35	NA	NA	NA	102	-3
36	1.25313497310009	1.30449372544894	1.04719911258567	105	0
37	1.22474844069483	1.30514244998899	1.00976859124911	108	3
38	1.20906637742841	1.28703857888615	1.03063827973913	111	6
39	1.03676271662819	1.18570998000061	1.06278526653834	114	9
40	0.992964347953929	1.18392318616998	1.04024585507721	117	12
