"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	170.322714285714	430.376571428571	1534.93285714286	0	-93
2	172.908428571429	460.353857142857	1550.81071428571	3	-90
3	171.989857142857	471.527428571429	1596.16628571429	6	-87
4	170.581428571429	467.754	1751.67485714286	9	-84
5	172.180714285714	484.274142857143	1646.70942857143	12	-81
6	175.584571428571	521.194285714286	1738.10485714286	15	-78
7	173.825285714286	512.004428571429	1828.63257142857	18	-75
8	175.363142857143	524.116571428571	1803.533	21	-72
9	176.363	545.856714285714	1843.29857142857	24	-69
10	179.005714285714	575.240571428571	1806.74714285714	27	-66
11	178.239	577.225142857143	1930.17171428571	30	-63
12	178.809142857143	590.028428571429	1913.19757142857	33	-60
13	180.771571428571	619.908	1802.83914285714	36	-57
14	181.543142857143	643.176571428571	1797.22314285714	39	-54
15	181.542428571429	648.405571428571	1820.96571428571	42	-51
16	179.609428571429	644.181714285714	1858.09485714286	45	-48
17	177.308428571429	634.821428571429	1925.49242857143	48	-45
18	175.691142857143	628.076571428571	1976.34457142857	51	-42
19	174.223714285714	622.126142857143	2004.64985714286	54	-39
20	177.898714285714	673.466	1938.46128571429	57	-36
21	175.588714285714	655.532571428571	2034.67828571429	60	-33
22	174.866285714286	651.24	2016.64342857143	63	-30
23	174.698285714286	648.767571428571	2001.92728571429	66	-27
24	173.995142857143	652.106571428571	2024.99085714286	69	-24
25	175.769714285714	682.024571428571	2024.75471428571	72	-21
26	174.744571428571	672.399571428571	2098.27114285714	75	-18
27	176.420142857143	694.013285714286	2067.97828571429	78	-15
28	174.246428571429	683.817428571429	2152.33285714286	81	-12
29	171.973142857143	659.004	2217.69728571429	84	-9
30	172.633571428571	664.248142857143	2221.24028571429	87	-6
31	209.864	871.769857142857	2354.48885714286	90	-3
32	262.490428571429	1137.67342857143	2500.30257142857	93	0
33	276.03	1210.47128571429	2542.46757142857	96	3
34	274.072571428571	1167.28671428571	2635.76957142857	99	6
35	251.153714285714	1040.31428571429	2367.15771428571	102	9
36	236.346857142857	966.259285714286	2160.46228571429	105	12
37	231.967	935.606571428571	2143.61957142857	108	15
38	216.624	839.132571428571	1936.26228571429	111	18
39	200.735428571429	753.464857142857	1653.322	114	21
40	201.218166666667	799.254166666667	1659.08316666667	117	24
41	201.1118	834.9656	1667.7328	120	27
42	195.4366	807.0946	1523.3064	123	30
43	186.299666666667	709.6125	1312.2795	126	33
44	183.158333333333	694.502	1281.71866666667	129	36
45	181.956666666667	700.487666666667	1273.89333333333	132	39
46	181.651666666667	707.978666666667	1275.78066666667	135	42
47	185.0186	768.2866	1368.3148	138	45
48	185.184	783.11	1369.8334	141	48
49	180.1704	727.1672	1285.6184	144	51
