"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	NA	NA	NA	0	-102
2	NA	NA	NA	3	-99
3	NA	NA	NA	6	-96
4	NA	NA	NA	9	-93
5	NA	NA	NA	12	-90
6	NA	NA	NA	15	-87
7	NA	NA	NA	18	-84
8	NA	NA	NA	21	-81
9	NA	NA	NA	24	-78
10	NA	NA	NA	27	-75
11	NA	NA	NA	30	-72
12	564.942307692308	619.526223776224	448.870629370629	33	-69
13	423.66742081448	460.585972850679	463.418552036199	36	-66
14	495.377857142857	529.367857142857	450.017142857143	39	-63
15	441.377616747182	485.943639291465	459.640096618357	42	-60
16	430.985893416928	457.598746081505	449.005747126437	45	-57
17	447.216517857143	494.705357142857	475.439732142857	48	-54
18	437.130227001195	486.468339307049	462.340501792115	51	-51
19	514.635897435898	571.342307692308	470.697435897436	54	-48
20	499.631299734748	564.858090185676	477.132625994695	57	-45
21	427.683333333333	474.883333333333	439.733333333333	60	-42
22	503.59375	543.303571428571	445.78125	63	-39
23	472.139400921659	525.281105990783	442.251728110599	66	-36
24	485.28869047619	544.47619047619	455.28869047619	69	-33
25	500.27	553.068461538462	440.816923076923	72	-30
26	485.759803921569	556.68954248366	445.203431372549	75	-27
27	490.775	563.1375	462.5	78	-24
28	477.842030629609	540.016732841747	462.627056154282	81	-21
29	506.601307189542	587.53022875817	483.654411764706	84	-18
30	510.383636788049	565.797852474323	462.203314659197	87	-15
31	509.794891640867	608.558049535604	480.858359133127	90	-12
32	489.943181818182	576.368506493506	523.449134199134	93	-9
33	474.034980744544	562.923299101412	593.868741976893	96	-6
34	436.629166666667	519.743055555556	496.176388888889	99	-3
35	417.980307141179	555.505055496829	446.564328459009	102	0
36	393.958794883457	544.834915928694	470.235861857892	105	3
37	385.643443987422	572.846443997201	459.732829434784	108	6
38	390.752452917926	554.531363966462	528.803474558027	111	9
39	414.574588178295	572.742242471676	561.641921958855	114	12
40	424.065959103384	618.44701299756	526.084707951289	117	15
41	443.480284882683	694.074837597326	497.198400290589	120	18
