"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	404.698	298.66175	954.80175	0	-105
2	369.847666666667	282.113333333333	1127.849	3	-102
3	413.9195	311.6575	1004.751	6	-99
4	415.11925	308.9455	1079.2515	9	-96
5	428.016	321.97275	1122.3185	12	-93
6	418.6182	323.3346	1202.8928	15	-90
7	378.8085	300.78125	1101.08875	18	-87
8	365.18925	295.6915	1189.10375	21	-84
9	344.866	293.030333333333	1419.425	24	-81
10	370.67125	317.60825	1094.529	27	-78
11	388.5592	332.051	1097.5276	30	-75
12	391.0305	329.79975	1167.02025	33	-72
13	350.59175	305.05675	1209.87925	36	-69
14	412.6505	340.303	1097.77625	39	-66
15	409.35575	335.84025	1039.01625	42	-63
16	402.2295	325.92325	1045.453	45	-60
17	380.0138	300.6436	1081.7182	48	-57
18	390.121	290.5694	1233.1864	51	-54
19	436.506	314.3326	1271.9264	54	-51
20	414.6894	301.2552	1415.2098	57	-48
21	450.5876	323.9914	1384.0582	60	-45
22	494.4884	350.9802	1432.6762	63	-42
23	499.5854	363.5022	1458.7536	66	-39
24	512.67325	375.32025	1465.9355	69	-36
25	480.85275	353.311	1413.04275	72	-33
26	491.44575	357.33925	1459.63875	75	-30
27	506.63925	371.595	1378.68125	78	-27
28	525.378	383.68675	1433.60425	81	-24
29	507.46075	374.31525	1423.70825	84	-21
30	495.14425	368.8615	1527.967	87	-18
31	501.65375	377.93075	1420.50725	90	-15
32	487.227333333333	370.204	1678.517	93	-12
33	471.772	361.382	2248.83	96	-9
34	489.683	387.563	2897.915	99	-6
35	485.903	360.08	2958.717	102	-3
36	446.115	372.333	2796.241	105	0
37	616.126	412.856	2669.423	108	3
38	640.139	419.083	2522.509	111	6
39	580.418	408.969	2187.408	114	9
40	479.181	353.667	1649.6	117	12
41	501.41	424.964	1360.763	120	15
42	484.78875	334.978	1419.56625	123	18
43	452.4962	345.4846	1279.918	126	21
44	427.219333333333	334.375	1179.80066666667	129	24
45	440.83925	346.97825	1220.904	132	27
46	430.19825	349.92875	1048.7685	135	30
47	438.598666666667	368.77	1047.266	138	33
48	455.120666666667	420.569666666667	855.59	141	36
49	457.259333333333	420.077333333333	788.737666666667	144	39
50	485.5685	470.4925	774.76	147	42
51	470.22	501.019	688.212	150	45
52	453.813	480.992	742.294	153	48
