"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	NA	NA	NA	0	-102
2	NA	NA	NA	3	-99
3	NA	NA	NA	6	-96
4	NA	NA	NA	9	-93
5	NA	NA	NA	12	-90
6	NA	NA	NA	15	-87
7	NA	NA	NA	18	-84
8	NA	NA	NA	21	-81
9	NA	NA	NA	24	-78
10	NA	NA	NA	27	-75
11	NA	NA	NA	30	-72
12	561.047	625.085	505.4995	33	-69
13	408.737	458.3045	502.676	36	-66
14	491.9375	512.901	555.7915	39	-63
15	427.3195	485.486	556.2355	42	-60
16	411.3965	418.319	638.5575	45	-57
17	431.514	479.2435	735.326	48	-54
18	420.17	466.6175	695.9785	51	-51
19	539.556	586.5725	528.3485	54	-48
20	494.5275	555.951	603.774	57	-45
21	436.0625	479.125	454.375	60	-42
22	487.4795	535.301	501.025	63	-39
23	471.1835	521.947	502.9115	66	-36
24	503.356	559.1425	490.956	69	-33
25	533.6905	582.69	464.7165	72	-30
26	496.4885	562.04	482.7065	75	-27
27	522.9335	602.56	561.861	78	-24
28	509.4925	577.464	549.4345	81	-21
29	525.258	623.192	591.2165	84	-18
30	524.4715	586.597	548.5535	87	-15
31	534.4975	648.083	633.2465	90	-12
32	507.8095	579.6395	624.0425	93	-9
33	493.0655	599.498	672.9875	96	-6
34	455.128	563.401	669.335	99	-3
35	426.0285	550.050166666667	623.259166666667	102	0
36	419.0185	547.505166666667	1051.2	105	3
37	408.595333333333	568.126666666667	970.818833333333	108	6
38	385.824666666667	539.851166666667	783.5405	111	9
39	409.223	581.93425	798.352	114	12
40	420.5015	622.67275	627.8445	117	15
41	444.9875	680.833	924.864333333333	120	18
