"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	208.87125	860.42925	1321.38575	0	-93
2	182.939333333333	597.276333333333	1522.906	3	-90
3	192.73075	665.06525	1362.36675	6	-87
4	194.34	741.2626	1307.6408	9	-84
5	197.592	720.6112	1226.8866	12	-81
6	200.1512	739.7482	1106.5854	15	-78
7	212.8288	844.524	1278.6598	18	-75
8	209.3355	855.989833333333	1190.0485	21	-72
9	212.8006	932.3	1196.8734	24	-69
10	205.8495	868.90125	1274.4905	27	-66
11	197.81275	840.5385	1347.938	30	-63
12	196.60225	830.01925	1272.68275	33	-60
13	189.373333333333	743.727	1584.20066666667	36	-57
14	194.575666666667	795.902666666667	1328.64066666667	39	-54
15	203.923	967.011	1353.93	42	-51
16	204.194666666667	899.291666666667	1427.847	45	-48
17	201.727333333333	917.490666666667	1313.706	48	-45
18	206.261	1021.8425	1162.648	51	-42
19	205.464	966.621	1423.838	54	-39
20	195.955333333333	890.973666666667	1551.497	57	-36
21	204.96075	1051.252	1272.855	60	-33
22	194.009333333333	885.264	1511.40933333333	63	-30
23	203.95625	1109.38675	1442.611	66	-27
24	210.35375	1177.97325	1305.56525	69	-24
25	204.931	1047.3675	1592.8425	72	-21
26	201.453	968.951	1493.619	75	-18
27	NA	NA	NA	78	-15
28	191.354	847.3105	1720.1895	81	-12
29	191.254	888.130333333333	1618.74233333333	84	-9
30	197.06	984.12975	1342.32225	87	-6
31	217.909	1094.99675	1273.67275	90	-3
32	230.4645	1136.7785	1490.10333333333	93	0
33	216.37475	1087.56225	1359.21025	96	3
34	200.11175	1056.6845	1169.98025	99	6
35	211.713333333333	1188.14733333333	1369.507	102	9
36	209.959666666667	1253.56433333333	1286.75266666667	105	12
37	203.030666666667	1241.388	1011.535	108	15
38	202.9735	1360.5395	862.517	111	18
39	185.349	1198.7405	774.126	114	21
40	190.741	1338.331	818.934	117	24
41	191.848	1366.796	733.003	120	27
42	190.68	1315.619	756.026	123	30
43	173.035	876.663	639.547	126	33
44	178	931.737	709.06	129	36
45	180.903	1084.267	783.267	132	39
46	177.123	1043.39	715.26	135	42
47	175.536	984.258	805.149	138	45
48	170.443	906.121	719.843	141	48
49	172.434	846.514	726.086	144	51
