"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	1.22632645255771	1.99924741986752	0.86087527793212	0	-93
2	1.05801281548147	1.29742875847782	0.982006369940146	3	-90
3	1.12059369780112	1.41044870287806	0.853524323996318	6	-87
4	1.13927994171196	1.58472744220253	0.746508859602451	9	-84
5	1.14758497094	1.48802328315219	0.745053485886919	12	-81
6	1.1399133669408	1.41933290574395	0.636662049157975	15	-78
7	1.2243834326257	1.64944667052266	0.699243697163876	18	-75
8	1.19372575439374	1.6332050539829	0.659842930514718	21	-72
9	1.20660569393807	1.70795737342898	0.649310653494628	24	-69
10	1.14996049607355	1.5105006377456	0.705406124503152	27	-66
11	1.10981743613912	1.45617097661324	0.698351338393135	30	-63
12	1.09950893370745	1.40674450553109	0.66521240095956	33	-60
13	1.04758359866424	1.199737703014	0.878725466408513	36	-57
14	1.07178747489118	1.23745593670937	0.739274180808987	39	-54
15	1.12328011476263	1.49136750609572	0.743523059977594	42	-51
16	1.13688166757605	1.39602172294478	0.768446774668739	45	-48
17	1.13771993220315	1.44527362400375	0.682270145811309	48	-45
18	1.17399771351999	1.62693936772041	0.588282031791449	51	-42
19	1.17931132878417	1.55373795346511	0.710267678381169	54	-39
20	1.10149943533948	1.32296755391759	0.800375540865292	57	-36
21	1.16727746902054	1.6036609709706	0.625580470847339	60	-33
22	1.10947248945589	1.35935139119219	0.749467809688102	63	-30
23	1.16747711155887	1.70999106437635	0.720611088272009	66	-27
24	1.20896334544642	1.80641217496001	0.644726491181336	69	-24
25	1.16590620194605	1.53567414412384	0.786684178958397	72	-21
26	1.15284267976442	1.44103452942627	0.711833170410089	75	-18
27	NA	NA	NA	78	-15
28	1.09818032753285	1.23908877515761	0.799220944981293	81	-12
29	1.11211551305353	1.347685800592	0.729920329415907	84	-9
30	1.14149292266444	1.48156944145443	0.604312040724738	87	-6
31	1.03833434986467	1.25606172435091	0.540955097806488	90	-3
32	0.877992013858465	0.999213369540895	0.595969204031954	93	0
33	0.783881281020179	0.898461832870527	0.534602787179811	96	3
34	0.730141469308442	0.90524845958399	0.443885635027601	99	6
35	0.842963178687004	1.14210421758992	0.578544890243296	102	9
36	0.888353960804983	1.29733742471273	0.595591358004773	105	12
37	0.875256681625691	1.32682693549761	0.471881771132498	108	15
38	0.93698528325578	1.62136418764411	0.445454629966011	111	18
39	0.923349711204798	1.59097068514334	0.468224580571722	114	21
40	0.947931308389153	1.67447484894772	0.493606358290859	117	24
41	0.953937063861991	1.63694887549858	0.439520647432251	120	27
42	0.975661672378664	1.63006790034278	0.49630593031054	123	30
43	0.928799300052425	1.23541087565397	0.487355780533034	126	33
44	0.97183675326448	1.34159008901342	0.553210324886689	129	36
45	0.994209243959184	1.54787450457134	0.614860741872684	132	39
46	0.975069501151471	1.47375909631929	0.560644959347767	135	42
47	0.948747855621003	1.28110785740634	0.588423804229845	138	45
48	0.92039809054778	1.15708010368914	0.525496750188746	141	48
49	0.957060649252041	1.16412566463394	0.56477567527036	144	51
