"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	580.934782608696	633.906702898551	286.351449275362	0	-87
2	570.958041958042	634.230769230769	287.487762237762	3	-84
3	632.586538461538	794.993990384615	286.402644230769	6	-81
4	662.391563146998	814.836827122153	282.712021221532	9	-78
5	631.347483380817	793.370655270655	289.752516619183	12	-75
6	621.657142857143	759.031428571428	288.537857142857	15	-72
7	627.713580246914	771.216543209877	289.243209876543	18	-69
8	647.111111111111	846.40625	288.861111111111	21	-66
9	656.14241622575	873.342752926086	297.680776014109	24	-63
10	618.388194444444	821.636805555556	286.446527777778	27	-60
11	608.388376856119	829.264669738863	291.520942140297	30	-57
12	580.459623015873	787.036805555556	290.602281746032	33	-54
13	583.896975725424	780.79666626477	286.242988907644	36	-51
14	599.912442396313	841.4366359447	284.05564516129	39	-48
15	589.911458333333	804.208333333333	288.431423611111	42	-45
16	568.699674708593	779.973353212253	290.273692057468	45	-42
17	604.966288269694	868.352812177503	291.683458032336	48	-39
18	565.768552036199	796.53080693816	286.956508295626	51	-36
19	574.230753895228	826.098285486443	288.045193841246	54	-33
20	547.369813519814	773.201948051948	284.89358974359	57	-30
21	566.92865398293	835.300468231389	289.472232100522	60	-27
22	547.961257069878	787.513485160037	288.174693166072	63	-24
23	533.341441441441	769.259346846847	285.757545045045	66	-21
24	530.223807680967	783.395105410585	285.206761388766	69	-18
25	540.115360845295	818.830472488038	287.16942185008	72	-15
26	542.415548780488	799.00287456446	285.405879790941	75	-12
27	539.05	813.530555555556	295.283080808081	78	-9
28	524.167210554207	791.125359105235	294.179650238474	81	-6
29	521.447689625109	807.856490175039	287.051701204927	84	-3
30	484.754261559696	727.272360248447	289.328536922015	87	0
31	468.344043887147	712.081191222571	291.756896551724	90	3
32	497.947270471464	809.352977667494	295.658808933002	93	6
33	508.476426799007	847.253101736973	283.416873449132	96	9
34	486.740783410138	842.408986175115	294.656105990783	99	12
35	447.849090909091	814.291717171717	283.280808080808	102	15
36	415.59324009324	780.940559440559	297.714452214452	105	18
37	486.140769230769	1101.5017948718	307.108461538462	108	21
38	452.322145877378	1048.75660676533	284.380813953488	111	24
39	415.837209302326	956.046511627907	306.581395348837	114	27
40	381.418604651163	814.674418604651	297.906976744186	117	30
41	395.026315789474	859.526315789474	307.736842105263	120	33
