"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	301.878166666667	284.806333333333	1035.56933333333	0	-105
2	353.404714285714	370.651714285714	1218.46485714286	3	-102
3	344.008166666667	337.9485	1219.0535	6	-99
4	361.150285714286	349.095	1283.08114285714	9	-96
5	352.104285714286	359.902428571429	1356.77614285714	12	-93
6	379.411714285714	375.608285714286	1394.73014285714	15	-90
7	376.229714285714	369.366857142857	1529.06128571429	18	-87
8	361.737142857143	359.504571428571	1662.05228571429	21	-84
9	355.929285714286	358.669714285714	1608.35171428571	24	-81
10	373.215428571429	363.315571428571	1714.133	27	-78
11	372.135857142857	355.499285714286	1785.61371428571	30	-75
12	378.255714285714	368.639857142857	1883.31057142857	33	-72
13	381.708714285714	391.012857142857	1828.39657142857	36	-69
14	386.001714285714	419.578571428571	1845.68557142857	39	-66
15	377.215285714286	414.297428571429	1901.12285714286	42	-63
16	365.496285714286	348.976285714286	1997.95042857143	45	-60
17	362.837857142857	307.581714285714	2102.34371428571	48	-57
18	362.931285714286	291.841857142857	2146.89157142857	51	-54
19	358.988	276.255714285714	2325.73414285714	54	-51
20	358.226571428571	271.267714285714	2314.86571428571	57	-48
21	362.246	274.839	2306.85571428571	60	-45
22	370.380714285714	281.130857142857	2325.93	63	-42
23	367.303428571429	277.418857142857	2291.51871428571	66	-39
24	372.337	280.168714285714	2240.75685714286	69	-36
25	372.055857142857	280.075571428571	2218.87671428571	72	-33
26	379.345857142857	286.122142857143	2216.90714285714	75	-30
27	380.055	285.856285714286	2166.22357142857	78	-27
28	380.513142857143	288.327142857143	2159.57457142857	81	-24
29	378.555285714286	286.765857142857	2143.961	84	-21
30	371.289714285714	282.721	2211.45157142857	87	-18
31	377.745285714286	288.943428571429	2177.55514285714	90	-15
32	375.096428571429	286.722142857143	2178.16785714286	93	-12
33	369.752142857143	283.617285714286	2189.09285714286	96	-9
34	369.343714285714	285.276571428571	2239.38228571429	99	-6
35	357.334428571429	272.038285714286	2339.73028571429	102	-3
36	341.521428571429	270.375285714286	2349.74314285714	105	0
37	443.632285714286	308.760857142857	2515.23071428571	108	3
38	545.566285714286	339.293428571429	2491.15785714286	111	6
39	533.323571428571	324.021285714286	2453.52471428571	114	9
40	496.555142857143	310.658142857143	2320.78057142857	117	12
41	526.053285714286	333.576285714286	2401.72857142857	120	15
42	482.208428571429	326.740428571429	2206.12657142857	123	18
43	435.817285714286	330.464714285714	1968.21371428571	126	21
44	430.941857142857	347.714	1868.021	129	24
45	428.744285714286	357.336571428571	1869.45542857143	132	27
46	441.642	363.031428571429	2025.84914285714	135	30
47	430.087571428571	359.485714285714	1996.23142857143	138	33
48	443.696428571429	370.280285714286	1994.45514285714	141	36
49	442.640571428571	376.749285714286	1975.84085714286	144	39
50	451.363	395.054285714286	1970.89114285714	147	42
51	456.074714285714	390.450285714286	1957.81214285714	150	45
52	449.091428571429	376.857571428571	1937.526	153	48
