"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	1.34060042986437	1.04864855533409	0.922006590255666	0	-105
2	1.04652725817251	0.761127825557197	0.925631127880586	3	-102
3	1.20322579551164	0.92220412281753	0.824205828538288	6	-99
4	1.14943630510765	0.884989759234592	0.841140489054918	9	-96
5	1.21559440587813	0.894611218040445	0.827195043123758	12	-93
6	1.10333493732026	0.860829252967948	0.862455584085851	15	-90
7	1.00685428507204	0.814315751896682	0.72010766362817	18	-87
8	1.00954313708454	0.822497190578145	0.715443046058548	21	-84
9	0.96891718057961	0.816992128585206	0.88253395534843	24	-81
10	0.993183083075726	0.874193882610513	0.63853213257081	27	-78
11	1.04413265355087	0.934041257868712	0.614650073092117	30	-75
12	1.03377288229051	0.894639425471007	0.619664259153372	33	-72
13	0.918479816883555	0.780170637428802	0.661715991435431	36	-69
14	1.06903799835086	0.811059055855365	0.594779667237857	39	-66
15	1.08520456488091	0.810625958162562	0.546527672368059	42	-63
16	1.10050229160038	0.933940967744841	0.523262732172749	45	-60
17	1.04733779157554	0.977443020948672	0.51452966165788	48	-57
18	1.07491697562585	0.995639908698106	0.574405534220539	51	-54
19	1.21593479447781	1.137832029331	0.546892431323836	54	-51
20	1.15761764501796	1.11054572341293	0.611357190728743	57	-48
21	1.24387184399552	1.17884070310254	0.599976058939843	60	-45
22	1.33508139308395	1.24845847078839	0.615958433830769	63	-42
23	1.36014357922838	1.31030097861305	0.636588124245237	66	-39
24	1.37690653896873	1.33962227351784	0.654214443359635	69	-36
25	1.29242085769763	1.26148452790038	0.636827968360053	72	-33
26	1.29550841467323	1.24890456373527	0.658412218438172	75	-30
27	1.33306824012314	1.2999364315935	0.636444579490377	78	-27
28	1.3807092077165	1.33073406200298	0.663836418971938	81	-24
29	1.34051952026634	1.30529922121631	0.66405510641285	84	-21
30	1.33357922654161	1.30468376951128	0.690933963800506	87	-18
31	1.3280212062777	1.307974892762	0.652340426215875	90	-15
32	1.29893887603505	1.29115943509271	0.770609571937097	93	-12
33	1.27591417416686	1.27418890950128	1.02728853765258	96	-9
34	1.32581923303342	1.35855180135968	1.29406891288133	99	-6
35	1.35979900381435	1.32363721913092	1.26455473011785	102	-3
36	1.30625771233765	1.37709701911682	1.19001985748959	105	0
37	1.38882137265547	1.33713840484962	1.06130343623689	108	3
38	1.17334779798919	1.23516391627306	1.01258496837816	111	6
39	1.08830366984396	1.26216707985234	0.891536974241082	114	9
40	0.965010647644946	1.13844432580232	0.710795333392755	117	12
41	0.953154392561536	1.27396346263052	0.566576513344555	120	15
42	1.00535105003497	1.0252113626238	0.643465460406818	123	18
43	1.03827042853148	1.04545080023672	0.650294218920477	126	21
44	0.991361888505786	0.961638012849641	0.631577839149917	129	24
45	1.02821020521723	0.97101242286184	0.653080026054952	132	27
46	0.974088175490556	0.963907591629217	0.517693286145125	135	30
47	1.01978921457745	1.02582657765061	0.524621536867326	138	33
48	1.02574787029957	1.1358143625048	0.428984328408776	141	36
49	1.03302625843262	1.11500498942394	0.399190888180748	144	39
50	1.07578268488999	1.19095657739623	0.393101365749127	147	42
51	1.03101528164402	1.28318256723373	0.351520957978968	150	45
52	1.01051360842845	1.27632303678199	0.383114342723659	153	48
