"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	348.806333333333	892.068	362.606666666667	0	-66
2	315.4325	742.4815	400.8695	3	-63
3	351.3405	903.0195	430.65	6	-60
4	300.155	692.97	406.255	9	-57
5	308.668	757.3885	413.085	12	-54
6	340.0885	917.3635	451.0215	15	-51
7	326.023	858.9835	436.79375	18	-48
8	343.644	956.28	444.9335	21	-45
9	335.5675	928.9425	415.327	24	-42
10	399.238666666667	1159.651	394.139	27	-39
11	347.6095	994.1945	452.496	30	-36
12	328.582	963.208	457.1255	33	-33
13	314.6495	902.6145	462.42	36	-30
14	276.596	753.014	520.288	39	-27
15	313.1725	871.4715	431.226	42	-24
16	336.1285	1012.5415	391.095	45	-21
17	312.2925	931.7925	432.4235	48	-18
18	310.3695	916.63	451.6925	51	-15
19	313.6075	961.5215	455.3495	54	-12
20	325.207	1019.462	516.1	57	-9
21	349.806	1137.36733333333	423.281333333333	60	-6
22	322.376333333333	1032.51333333333	407.005666666667	63	-3
23	329.029	1077.85833333333	416.812666666667	66	0
24	368.407333333333	1369.62366666667	401.087	69	3
25	427.0755	1687.258	458.7775	72	6
26	353.023333333333	1554.59	438.198666666667	75	9
27	351.0075	1531.0425	459.2465	78	12
28	358.890333333333	1771.926	384.403666666667	81	15
29	401.953	2209.79833333333	404.658666666667	84	18
30	NA	NA	NA	87	21
