"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	221.344471097378	947.527796224017	670.170593833385	0	-93
2	204.170597694988	773.32301438399	728.35212483993	3	-90
3	205.115217019822	768.329488493962	693.184936773752	6	-87
4	210.628623403623	859.42903029403	660.692203247203	9	-84
5	210.531195625395	842.616612052964	637.797796706651	12	-81
6	213.766402093063	865.109954938592	620.348674537277	15	-78
7	221.80608844245	924.383083301138	643.94131296621	18	-75
8	219.027731389927	940.832707097341	640.872111135526	21	-72
9	222.190670742914	1040.28021998775	621.06625932471	24	-69
10	218.879119733	1018.55386942011	650.880058406341	27	-66
11	207.20443627451	929.602557503771	663.738264517345	30	-63
12	201.635706798443	888.999471571406	703.90935505794	33	-60
13	197.722610722611	810.5762004662	819.118041958042	36	-57
14	204.810309443643	900.906774090107	692.544324194324	39	-54
15	207.981029750991	1016.97289007512	659.360853049033	42	-51
16	209.521182586095	952.770812215725	760.646640675763	45	-48
17	204.056302190785	941.318082045668	738.041641755435	48	-45
18	207.572175676452	1030.27851448397	680.832511239529	51	-42
19	207.57335600907	968.69164578112	746.509947487767	54	-39
20	205.547032236443	991.218105486264	818.052955988515	57	-36
21	211.12445212752	1130.44308920591	692.159695814284	60	-33
22	202.959486100636	1000.64964970428	1000.95433420659	63	-30
23	207.313820078227	1138.60172871698	939.014490076778	66	-27
24	213.876664540429	1194.87199441103	765.72287831845	69	-24
25	209.674766239549	1106.36069633404	888.513134451426	72	-21
26	208.766474783679	1061.85445132327	811.950001810217	75	-18
27	NA	NA	NA	78	-15
28	196.567139899438	949.207482993197	1021.37666370896	81	-12
29	196.09920532804	969.584319780408	886.692850403157	84	-9
30	199.346341524182	1013.39612204676	708.189072738951	87	-6
31	203.029869266425	1039.87996879015	704.195365195651	90	-3
32	216.162197512632	1150.61740551885	858.769370263253	93	0
33	213.377099301523	1114.17883517672	952.664503253705	96	3
34	198.517369868292	1076.67215741908	755.285672376349	99	6
35	200.137404360883	1281.21803368586	640.317942290116	102	9
36	202.907286344082	1349.21355495554	641.497268005678	105	12
37	194.808285379932	1314.38989415056	594.095238095238	108	15
38	193.992778318728	1398.44750081143	581.721924699773	111	18
39	184.15843373494	1226.84558232932	571.934939759036	114	21
40	180.20987654321	1268.2962962963	570.777777777778	117	24
41	187.779220779221	1444.15584415584	560.207792207792	120	27
42	185.516129032258	1389.32258064516	561.854838709677	123	30
43	168.111111111111	871.277777777778	559.666666666667	126	33
44	168.522727272727	965.659090909091	559.295454545455	129	36
45	169.938775510204	1028.89795918367	568.857142857143	132	39
46	169.38	1060.38	564.7	135	42
47	171.854545454545	1048.01818181818	571.363636363636	138	45
48	169.782608695652	952.086956521739	579.586956521739	141	48
49	169.509433962264	907.811320754717	563.660377358491	144	51
