"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
10	600.932329042404	1006.14107302345	320.401210585586	27	-78
11	546.892929292929	900.001851851852	306.21936026936	30	-75
12	621.379100529101	1041.82275132275	300.542328042328	33	-72
13	656.436625785991	1114.83204091734	299.99054061486	36	-69
14	568.315441381231	961.357142857143	306.560846560847	39	-66
15	587.715881794313	1006.92785319256	297.223311546841	42	-63
16	576.134234234234	994.119905619906	302.15444015444	45	-60
17	558.807954807955	976.515130515131	298.496419496419	48	-57
18	531.629824561404	922.375548245614	298.907236842105	51	-54
19	505.902636402636	867.38494988495	302.649097149097	54	-51
20	532.252601597369	951.977560488607	303.400505050505	57	-48
21	505.883333333333	893.175925925926	299.501851851852	60	-45
22	470.564676081917	839.323129495543	309.219410391824	63	-42
23	480.232438878951	852.387772950564	305.089712354829	66	-39
24	459.888601594484	808.636428930547	301.874021403433	69	-36
25	467.572992673077	826.915183476159	301.596928299199	72	-33
26	476.838124215203	858.350961074085	309.613783444412	75	-30
27	494.136650759442	936.336763649425	302.347898706897	78	-27
28	509.13892779334	958.664021164021	296.018674136321	81	-24
29	489.633116883117	946.817640692641	315.040043290043	84	-21
30	451.459978991597	841.160329131653	308.594205182073	87	-18
31	483.435458839406	936.871322537112	299.885560053981	90	-15
32	500.893681318681	963.946310062487	303.115072182719	93	-12
33	540.812148836143	1053.52661678707	301.257352941176	96	-9
34	527.059388457826	1056.55593814969	300.219889274577	99	-6
35	NA	NA	NA	102	-3
36	622.990134487412	1312.21780911164	307.443203499465	105	0
37	554.765784353194	1183.88709406871	299.086906199678	108	3
38	594.613095238095	1288.62013888889	304.86994047619	111	6
39	532.112380952381	1264.23862433862	313.635202821869	114	9
40	529.022857142857	1358.51071428571	304.140714285714	117	12
