"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
10	348.956285714286	510.770714285714	692.007857142857	27	-78
11	354.938857142857	526.588142857143	722.543428571429	30	-75
12	359.556857142857	541.431428571429	688.097714285714	33	-72
13	363.533571428571	550.145714285714	728.804857142857	36	-69
14	372.996142857143	575.483142857143	682.600571428571	39	-66
15	369.126857142857	566.967142857143	677.733142857143	42	-63
16	359.128333333333	558.278666666667	690.275166666667	45	-60
17	363.905428571429	559.546285714286	695.997857142857	48	-57
18	364.365142857143	566.694428571429	678.157285714286	51	-54
19	347.012666666667	535.152333333333	739.447666666667	54	-51
20	350.351	546.843833333333	735.137	57	-48
21	349.2045	551.747166666667	735.1785	60	-45
22	377.316142857143	607.924	698.887571428571	63	-42
23	354.917666666667	564.6765	757.084833333333	66	-39
24	357.485166666667	583.174166666667	711.827833333333	69	-36
25	353.017666666667	575.184333333333	731.257833333333	72	-33
26	342.344	557.241	762.138166666667	75	-30
27	349.392333333333	583.337166666667	736.6705	78	-27
28	350.989333333333	593.609166666667	718.910666666667	81	-24
29	344.795666666667	580.907166666667	737.163	84	-21
30	354.65	601.744428571429	690.023714285714	87	-18
31	345.214714285714	587.137714285714	689.800714285714	90	-15
32	343.639285714286	588.183571428571	718.227	93	-12
33	349.251142857143	615.646857142857	731.258571428571	96	-9
34	338.710571428571	592.805	762.328285714286	99	-6
35	330.150857142857	571.349285714286	733.045142857143	102	-3
36	350.741714285714	625.724571428571	589.033	105	0
37	385.916857142857	721.473857142857	714.868714285714	108	3
38	508.936714285714	915.669571428571	769.897	111	6
39	702.617571428571	1102.00757142857	747.284142857143	114	9
40	700.754	1082.956	715.4185	117	12
