"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
2	430.117053146658	792.265314505404	407.678426607623	3	-96
3	414.181322130135	746.278946711435	413.336946373662	6	-93
4	414.330257375191	764.825194797644	417.386822664682	9	-90
5	415.96435454873	784.023446500864	401.673409330143	12	-87
6	420.09281526867	803.593904617356	399.968376343119	15	-84
7	420.980038007106	800.14598637578	402.43601497187	18	-81
8	415.85667604255	803.203361433486	403.754975298331	21	-78
9	410.305098082691	792.090335114568	403.445594638884	24	-75
10	416.205742290453	816.110813542894	403.52199379133	27	-72
11	425.991949994919	868.346274250261	395.70583140148	30	-69
12	411.38520354661	827.000880881402	402.04116358058	33	-66
13	418.271294354244	848.631263966529	407.169702732703	36	-63
14	422.276885860087	868.628046113033	397.272988309111	39	-60
15	417.715321275946	864.93626984127	397.309362789988	42	-57
16	429.356421945083	904.963382515236	390.919414422825	45	-54
17	419.054517506944	873.67316477006	399.943225448156	48	-51
18	427.520670768742	911.023179453062	399.105438690747	51	-48
19	429.996152694473	912.262972021939	395.381884133379	54	-45
20	424.67252538853	891.796583121338	397.756682698231	57	-42
21	434.536405055295	964.699292152244	394.707948498647	60	-39
22	430.220541078527	954.395232285405	397.379753026481	63	-36
23	424.934913150677	933.713058404765	395.305673471663	66	-33
24	422.480932392062	927.589888893885	393.432854039349	69	-30
25	422.456926018086	936.79460544117	395.357578232181	72	-27
26	420.897998171251	940.068070998592	395.253814920868	75	-24
27	433.158658073964	989.697937625742	391.152499944405	78	-21
28	425.895759062684	991.555800881538	386.247371208858	81	-18
29	416.824281461077	958.500899325748	387.467064110852	84	-15
30	430.520537794388	1010.85715550504	385.047511902834	87	-12
31	429.423662244102	1018.398168733	388.153859931887	90	-9
32	450.511776919763	1081.94674912077	383.53374499166	93	-6
33	436.739599130223	1045.69686911223	386.992887562951	96	-3
34	413.477751564261	1013.43459165424	389.355254229498	99	0
35	419.263941792922	1004.27153862063	391.52795952652	102	3
36	479.495460412263	1132.78027701519	389.311271747637	105	6
37	458.717741935484	1060.02419354839	367.298387096774	108	9
38	536.064036702633	1276.68192464345	378.567140191064	111	12
39	532.791047299032	1272.48640455292	380.413643828048	114	15
40	524.31039820235	1266.20890835436	381.015448052589	117	18
41	530.115357504937	1300.68564156876	380.767635597849	120	21
42	519.962689776709	1302.88990992408	377.66617380889	123	24
43	517.179658952557	1336.44382942528	373.820296180497	126	27
44	515.927010217198	1375.27894124072	373.662305879481	129	30
45	518.204633551915	1455.25578734413	373.102452343144	132	33
46	511.707745600531	1489.30659866125	371.516062910665	135	36
47	509.908505849786	1516.52801503829	369.67635102986	138	39
48	503.684301025723	1538.76587441954	369.394819877452	141	42
