"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	1.00654088412661	1.59232936416021	0.790012452715452	0	-87
2	1.04472751604505	1.21737123898452	0.803447330212359	3	-84
3	1.00924099592362	1.56365958999939	0.718985746939454	6	-81
4	0.85139379159921	1.13450513972829	0.547496844654826	9	-78
5	1.00233460062247	1.32292777444153	0.689363849369407	12	-75
6	1.02154025948683	1.37274245660364	0.647216858283662	15	-72
7	1.02517155160892	1.36222183684446	0.694572777763534	18	-69
8	1.02405563959948	1.37324304235028	0.70496344488367	21	-66
9	0.998036656666269	1.42379330893596	0.735145247448499	24	-63
10	1.00000332931596	1.43419328885241	0.691478812381941	27	-60
11	1.02087430095817	1.43646665700075	0.699908281418573	30	-57
12	1.00942396359312	1.40753216351761	0.685473266744957	33	-54
13	1.01284794855075	1.4276245903912	0.683699720941259	36	-51
14	0.999375943544626	1.29103987537989	0.685322303965264	39	-48
15	1.03376879575643	1.23905875104807	0.678084504071968	42	-45
16	1.01696622231969	1.35014633179681	0.644917847063987	45	-42
17	1.01963386146529	1.21518938157629	0.707346874025298	48	-39
18	1.01715755179577	1.31538499343562	0.667621093138092	51	-36
19	1.04188267344715	1.43895093155778	0.657106457656764	54	-33
20	1.0389960824936	1.36103087637581	0.618485039103069	57	-30
21	1.03663738867304	1.48967995396195	0.674119183160297	60	-27
22	1.0521792039834	1.40270085521042	0.665168362996786	63	-24
23	1.05572862740368	1.42548662859667	0.599800840263117	66	-21
24	1.04363010403836	1.19443383077812	0.59905639101578	69	-18
25	1.0418978341243	1.30511542173472	0.644248851518743	72	-15
26	1.02516565678549	1.17177896722891	0.636184993400733	75	-12
27	1.04069492084906	1.30432729243625	0.647979706749316	78	-9
28	1.0309807849401	1.29206541168028	0.674664719187739	81	-6
29	1.0450961461964	1.4214114051445	0.55561538984933	84	-3
30	1.05456074113118	1.47552327899789	0.631938729040608	87	0
31	1.21284194275471	1.16478260837809	0.613247197329222	90	3
32	2.18810465828536	1.27336404779414	0.569551762618901	93	6
33	0.458578008461639	1.27580704793076	0.503702646588138	96	9
34	0.577369534883261	1.43905826362397	0.553735024665257	99	12
35	0.811254635842654	1.60541325866705	0.609988531135204	102	15
36	0.979857765686479	1.60261236973015	0.578469439248612	105	18
37	1.05901400069798	1.63377540747923	0.582429482596804	108	21
38	1.21172987977597	1.62277859364558	0.796066435191244	111	24
39	1.2730075717392	1.58607029746765	0.885947280802775	114	27
40	1.23463839612657	1.69633138384169	0.766298023136739	117	30
41	1.29230547290024	1.79115373822654	0.816120797716741	120	33
