"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
2	204.734	511.999333333333	469.888333333333	3	-96
3	212.351666666667	695.205	504.531	6	-93
4	217.214333333333	742.732333333333	522.874	9	-90
5	212.648	655.195666666667	502.628666666667	12	-87
6	213.397	670.022666666667	511.530333333333	15	-84
7	218.392333333333	673.168	530.593666666667	18	-81
8	218.912333333333	586.364666666667	548.334	21	-78
9	214.720666666667	623.716666666667	560.067	24	-75
10	222.067333333333	599.014333333333	545.509333333333	27	-72
11	214.5115	575.3345	475.17175	30	-69
12	221.327666666667	586.309	533.544666666667	33	-66
13	220.827333333333	535.065333333333	536.142	36	-63
14	219.846	652.47525	504.74375	39	-60
15	219.24425	652.13	502.8515	42	-57
16	221.86225	661.87075	507.807	45	-54
17	216.107333333333	638.776666666667	591.693333333333	48	-51
18	218.537333333333	579.875333333333	564.396333333333	51	-48
19	221.568333333333	587.889333333333	561.547	54	-45
20	214.950333333333	516.733333333333	525.666	57	-42
21	222.2395	533.849	621.0835	60	-39
22	218.731	490.798	640.205	63	-36
23	218.1345	517.789	602.2775	66	-33
24	216.1545	532.279	565.9085	69	-30
25	218.3845	625.9635	545.8685	72	-27
26	216.208	779.04	631.9815	75	-24
27	213.526333333333	792.238666666667	536.626	78	-21
28	214.945333333333	966.935666666667	585.294333333333	81	-18
29	219.02525	944.85625	531.01675	84	-15
30	217.353333333333	995.92	556.532666666667	87	-12
31	217.147	1066.43433333333	531.716333333333	90	-9
32	216.76875	1031.05425	514.118	93	-6
33	215.802	942.0565	517.61175	96	-3
34	220.723	934.0255	540.9835	99	0
35	224.954	897.0745	547.909	102	3
36	246.504	761.444333333333	506.294666666667	105	6
37	204.041666666667	750.337666666667	479.788	108	9
38	207.164666666667	713.128666666667	482.412666666667	111	12
39	244	468.281	631	114	15
40	234.984	652.419	536.161	117	18
41	255.585	696.2275	559.3995	120	21
42	NA	NA	NA	123	24
