"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
32	198.427571428571	217.943571428571	1059.13242857143	93	-42
33	198.076142857143	216.921	1057.105	96	-39
34	197.745714285714	213.102142857143	1082.35871428571	99	-36
35	197.442714285714	209.078285714286	1111.93485714286	102	-33
36	197.732142857143	205.115428571429	1104.009	105	-30
37	197.600142857143	207.458142857143	1087.12685714286	108	-27
38	197.960571428571	208.065285714286	1076.51214285714	111	-24
39	197.394	204.83575	1086.538375	114	-21
40	197.813714285714	205.843857142857	1073.31914285714	117	-18
41	198.161428571429	205.798428571429	1054.07771428571	120	-15
42	198.697428571429	205.178714285714	1048.07657142857	123	-12
43	198.843285714286	207.842571428571	1047.92271428571	126	-9
44	199.213857142857	206.444857142857	1040.01514285714	129	-6
45	199.272857142857	202.894285714286	1063.06757142857	132	-3
46	202.514428571429	207.581428571429	941.642	135	0
47	200.195142857143	202.852571428571	988.562	138	3
48	226.562285714286	208.921571428571	1053.122	141	6
49	572.301428571429	243.341857142857	1125.94357142857	144	9
50	420.386166666667	246.383666666667	1139.1695	147	12
51	315.284857142857	233.356571428571	1012.39671428571	150	15
