"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	230.248520649596	199.834127395976	455.014904667678	0	-87
2	223.183208760545	210.359534076519	460.434214608213	3	-84
3	226.632753920057	222.119438941906	449.636327798663	6	-81
4	224.737907252375	223.098462098317	460.47220146122	9	-78
5	224.735525273787	221.646357432052	459.384919565614	12	-75
6	224.402126073575	218.608324550456	458.040928197573	15	-72
7	227.104541214922	227.441000821758	468.246142017166	18	-69
8	227.907809648475	237.521631381699	461.074249128111	21	-66
9	228.580302108113	247.292475871533	458.66212956625	24	-63
10	233.537161787358	258.200048497405	462.721874866345	27	-60
11	231.120688540244	259.210228871784	458.732097071267	30	-57
12	234.994078564333	258.928545409034	466.728487767588	33	-54
13	234.804316781851	269.746544839589	467.760067575177	36	-51
14	234.582335744657	274.710765511949	463.125019907326	39	-48
15	236.985965383083	281.662953519902	448.976117145004	42	-45
16	236.62395761762	283.594440789639	464.371037657571	45	-42
17	232.406212578012	289.098553868753	455.844367774777	48	-39
18	241.642243422783	304.432499748703	452.089325246591	51	-36
19	239.244990424837	282.040605090478	457.121733164591	54	-33
20	240.613502190877	298.153036434129	449.952006877514	57	-30
21	234.443689137965	282.267629488891	440.24812796238	60	-27
22	237.068680974892	289.756835907467	438.719747832224	63	-24
23	223.515629249288	258.931390524138	438.658058323575	66	-21
24	238.89666063385	299.363636639533	440.919004088971	69	-18
25	228.806283918692	271.863357624238	443.414901823801	72	-15
26	239.609329264576	304.853612223715	429.938814732324	75	-12
27	237.509235780467	309.989556842431	428.605698296813	78	-9
28	238.725617281843	314.887564825127	424.829417244731	81	-6
29	240.956911708826	307.741143126591	433.898481767649	84	-3
30	238.085709840565	298.346336800401	441.775858116175	87	0
31	236.40751267517	299.812931578751	430.678913995675	90	3
32	291.08997359265	323.347453705089	443.06989233651	93	6
33	289.256170494958	344.87151581893	455.195091219705	96	9
34	269.342350981681	339.493664585198	453.338483337729	99	12
35	265.567979481903	340.88444184597	449.778014336343	102	15
36	258.611533036963	336.640427390459	445.904966082724	105	18
37	247.198074612913	341.701825372791	435.340113878474	108	21
38	234.248412192812	323.446669419387	424.022914645316	111	24
39	227.541617826673	318.885028399439	420.412952295169	114	27
40	231.012732402534	346.446056135506	418.141264311559	117	30
41	223.94292046291	342.205426108085	417.785931849078	120	33
