"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
32	210.73125	278.34675	594.55525	93	-42
33	210.464666666667	284.402333333333	577.122	96	-39
34	208.248666666667	262.832	655.679	99	-36
35	207.384666666667	255.219666666667	688.192	102	-33
36	208.7848	280.6584	700.6726	105	-30
37	207.726	244.987333333333	664.237333333333	108	-27
38	205.648333333333	247.524333333333	710.940333333333	111	-24
39	206.258	256.088333333333	724.777333333333	114	-21
40	207.06575	258.7205	660.6385	117	-18
41	206.021333333333	258.544333333333	580.374666666667	120	-15
42	204.726	256.886666666667	612.704666666667	123	-12
43	204.48525	246.52	651.12275	126	-9
44	205.348666666667	255.339333333333	670.098	129	-6
45	206.481666666667	249.138333333333	655.655666666667	132	-3
46	205.729666666667	236.557333333333	632.296333333333	135	0
47	217.13625	274.769	605.499	138	3
48	326.069	250.102333333333	772.337666666667	141	6
49	268.271333333333	311.05	682.521333333333	144	9
50	262.879666666667	292.103666666667	656.842333333333	147	12
51	251.79725	257.43825	589.65325	150	15
