"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	215.708720207186	337.081000832052	249.064800142077	0	-36
2	214.000237596792	340.283885315754	251.148828126486	3	-33
3	213.159722325348	341.014336444852	251.950172407823	6	-30
4	213.631030611693	343.742984909354	251.64509520954	9	-27
5	211.986401403207	361.987398516484	249.174683414805	12	-24
6	211.70111590127	367.556619170429	249.688130793601	15	-21
7	211.997927352417	360.557426684015	249.324289625651	18	-18
8	212.378697605003	359.773190687912	249.523725599818	21	-15
9	211.27430021605	364.977473394865	249.826021813468	24	-12
10	212.557619027958	355.407723872052	249.713270283815	27	-9
11	211.575699965546	354.192900349857	248.04087998235	30	-6
12	211.451232935534	360.307061881107	249.596539980619	33	-3
13	212.623196480978	367.436218705192	249.074039500363	36	0
14	212.761643386319	358.459385071292	251.039053078668	39	3
15	312.078219986829	460.418810737934	251.207433363664	42	6
16	221.463770556321	505.469910614873	249.140089622096	45	9
17	215.997953779389	511.450054862473	248.484136802688	48	12
18	215.74186247485	512.462164631698	248.215507397838	51	15
19	214.049247734114	558.190887228376	247.347788265259	54	18
20	206.228593566799	526.85995528322	245.496742550761	57	21
21	204.86764400264	533.976646264753	246.685392654826	60	24
22	205.204811762492	534.888900472507	246.734842301839	63	27
23	217.714527788871	656.307159394613	246.270445538474	66	30
24	215.619809615564	665.454124198918	248.160759948086	69	33
25	213.306894479652	632.192076539474	248.028709445529	72	36
26	209.75743119422	632.896125173265	247.464688755822	75	39
