"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	212.664714285714	464.878	501.814857142857	0	-60
2	212.332142857143	460.101714285714	492.218571428571	3	-57
3	211.746428571429	483.838142857143	507.271	6	-54
4	211.458857142857	474.212285714286	480.917714285714	9	-51
5	210.235	478.347714285714	471.789	12	-48
6	211.048714285714	481.342571428571	470.443571428571	15	-45
7	210.595857142857	453.192428571429	516.240142857143	18	-42
8	212.58325	621.68825	510.2145	21	-39
9	210.21	479.332833333333	512.561166666667	24	-36
10	211.340333333333	485.019666666667	529.537	27	-33
11	209.7215	435.53575	529.675	30	-30
12	210.3946	471.5498	504.8566	33	-27
13	210.4655	458.559	491.28325	36	-24
14	210.33025	442.31975	518.88825	39	-21
15	211.245666666667	451.715666666667	516.624	42	-18
16	210.946	430.53	531.07075	45	-15
17	209.306333333333	422.402666666667	537.955666666667	48	-12
18	209.364333333333	438.177333333333	521.936666666667	51	-9
19	207.734333333333	443.008	515.245	54	-6
20	207.40325	468.0215	497.66775	57	-3
21	212.6752	502.2758	429.1586	60	0
22	211.352	562.659666666667	446.978333333333	63	3
23	292.084166666667	633.5045	507.864833333333	66	6
24	546.0528	757.4162	522.7368	69	9
25	402.2592	738.6594	499.3088	72	12
26	326.197666666667	714.373	469.1295	75	15
27	304.766	655.13525	477.705	78	18
28	277.9195	695.258	452.69	81	21
29	267.37925	708.276	442.65875	84	24
30	263.2225	710.939	440.20675	87	27
31	259.94975	707.0145	434.6315	90	30
32	258.7755	740.99275	437.6515	93	33
33	256.1625	778.9845	433.4125	96	36
34	255.62625	779.4695	430.78025	99	39
35	251.13375	800.3375	419.32725	102	42
