"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	0.979749404110624	1.03371494251934	1.0150506056908	0	-60
2	0.974777726007308	1.09612283212506	0.992588408712986	3	-57
3	0.964165640490462	0.986422982344085	0.999426449144268	6	-54
4	0.973952670071077	1.01868505672257	1.01839565247482	9	-51
5	0.977556954495893	0.91627374192348	1.00422310335632	12	-48
6	0.955874250530832	0.959358190185611	1.0047582028783	15	-45
7	0.949826475509615	0.874279429144309	1.01109650966007	18	-42
8	0.978502173864303	0.863888757433197	1.02759761491321	21	-39
9	0.959963480993284	0.948794411990434	1.01698470805029	24	-36
10	0.917747294391204	0.807891509981758	1.0244896253636	27	-33
11	0.9886205357681	1.10413290827542	0.999983344979705	30	-30
12	0.997829659769024	1.14420623946594	0.984989228634878	33	-27
13	0.99569715401134	1.10608874233444	1.00524839844378	36	-24
14	1.00167811461327	1.17455615414156	0.997510086411964	39	-21
15	0.980680718865403	1.16275955424791	1.00948120053509	42	-18
16	0.99299813383029	1.0970596527382	1.02161491679073	45	-15
17	1.01498407890878	1.20475690862604	1.03358113513944	48	-12
18	1.02353614734235	1.20818145555261	1.01164478329245	51	-9
19	1.0198146038757	1.11289696865165	1.01550417920525	54	-6
20	1.0278886979688	1.10052971269606	1.00772408028646	57	-3
21	0.990663737982407	0.890860858504455	1.0095306352298	60	0
22	1.05942533448458	0.999225551744271	1.01562571863152	63	3
23	0.951651069528333	1.11761935701466	0.942702714912016	66	6
24	0.826752471163848	1.01605061828834	1.09232588915832	69	9
25	0.939744621524956	1.07395458278466	1.10426761249821	72	12
26	0.953639068616775	1.06330123558582	1.11126081050135	75	15
27	0.968852516161355	1.13026825618994	1.45069969840221	78	18
28	0.926149083325404	0.885882858995519	1.21245531916667	81	21
29	0.970561430860935	0.949151434984392	1.25980092896358	84	24
30	0.992081008252465	0.970983899196063	1.36154192651094	87	27
31	1.00210139517865	0.889138081849061	1.37437434471073	90	30
32	0.974283020432922	0.794001261003953	1.12288484887126	93	33
33	0.953722278041663	0.725374649367031	1.11065309447786	96	36
34	0.976320547105092	0.833112752957396	1.05936121855689	99	39
35	0.976331673822339	0.837029719333075	1.06642546570887	102	42
