"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	0.909971749362587	0.825800270932061	0.991210268552438	0	-72
2	0.888788258654636	0.828823655874953	1.03453815751281	3	-69
3	0.975320035129462	1.0103235330665	0.992514411418821	6	-66
4	0.963840152858053	0.975613146817773	0.997389341063737	9	-63
5	0.942885383310046	0.939019573845735	1.03387697822823	12	-60
6	0.942473783915453	0.946986859363255	0.997116058607484	15	-57
7	0.944373957476935	0.981548522825189	1.01242990227664	18	-54
8	1.00183265985036	0.913057671693064	1.00604985839062	21	-51
9	0.987441027871804	0.978386870010052	0.998984060242545	24	-48
10	1.01026238943823	1.04779437013399	0.99726050476279	27	-45
11	1.01940790790374	1.14981232190131	0.995293169642687	30	-42
12	0.981624669217461	1.11765317044323	0.979555738873944	33	-39
13	0.972552457614861	1.11550016652252	1.00693927862399	36	-36
14	0.988164927800344	1.04462412157636	1.04409185723774	39	-33
15	0.988130542672318	1.00346109707735	1.01248190412073	42	-30
16	0.979420974984051	0.950832350071036	1.04255320834466	45	-27
17	0.973486737058634	1.00257581178558	0.983030617524638	48	-24
18	0.961466816140077	0.998153067888931	1.00066447152753	51	-21
19	0.980443573424125	1.00557897927508	0.994257780836635	54	-18
20	0.985272201123894	1.0642417237238	1.00710081886167	57	-15
21	0.988207702815556	1.02785445567796	0.993059602589442	60	-12
22	1.01518607546747	1.08189666301564	0.979471442166727	63	-9
23	1.01098018369912	1.06180914457522	0.987541708209315	66	-6
24	0.998384729429727	1.0514962862256	1.0224137910501	69	-3
25	1.01064548561678	1.04596563474717	0.975397436041928	72	0
26	1.01959242705969	1.02452028998695	0.94944641512512	75	3
27	1.12343310303157	1.03579294570946	0.970610942876359	78	6
28	0.885166715345718	1.10878399535768	1.00988161848235	81	9
29	1.06202665009179	1.01623980468639	1.02821323320862	84	12
30	1.08285222805323	0.933836622160732	1.01732902695847	87	15
31	1.07697767896713	0.887873711286079	0.991018861478695	90	18
32	1.24484784144015	1.07107529094418	1.01333200941103	93	21
33	1.18406734694357	1.00347351654574	1.01815612994497	96	24
34	1.1745984107835	1.05967002368116	0.982665106469837	99	27
35	1.18727122936638	1.02251594089447	1.02027868038475	102	30
36	1.18133249425839	1.03345250208911	1.00796695954427	105	33
37	1.18239430886866	1.17447227703225	1.00155602051369	108	36
38	1.25591579655166	1.25664944974489	1.01623254606616	111	39
39	1.20350665819922	1.19697453352691	1.01683301276089	114	42
40	1.20789195240767	1.24222238003282	1.01789296831904	117	45
41	1.23337848081279	1.24906632021373	1.01315329721565	120	48
42	1.20078246674207	1.14375759950339	1.03221873906354	123	51
