"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	203.86725	258.952	377.709875	0	-36
2	201.796	250.470714285714	394.4	3	-33
3	200.173285714286	251.740285714286	412.194714285714	6	-30
4	199.056428571429	247.853142857143	428.336285714286	9	-27
5	199.816142857143	261.095142857143	415.402857142857	12	-24
6	200.065142857143	262.243285714286	413.914714285714	15	-21
7	199.672571428571	255.017	434.497714285714	18	-18
8	200.343857142857	254.054857142857	431.654857142857	21	-15
9	199.915428571429	254.300142857143	435.46	24	-12
10	198.644571428571	247.799285714286	450.689142857143	27	-9
11	197.882714285714	242.307714285714	459.420428571429	30	-6
12	197.759285714286	247.191857142857	461.568	33	-3
13	201.744428571429	254.339857142857	414.297142857143	36	0
14	203.124166666667	301.170166666667	411.4205	39	3
15	538.613333333333	442.282666666667	457.667	42	6
16	622.987666666667	521.067666666667	455.972833333333	45	9
17	419.1085	509.443333333333	436.372833333333	48	12
18	322.47	486.134166666667	412.750333333333	51	15
19	301.243428571429	508.646857142857	420.500857142857	54	18
20	265.734857142857	469.816857142857	386.387	57	21
21	254.506666666667	474.482333333333	377.802333333333	60	24
22	248.802166666667	484.812	374.056666666667	63	27
23	267.7265	565.9115	413.72925	66	30
24	264.86875	584.1655	409.17775	69	33
25	256.7574	578.5902	393.9172	72	36
26	251.36	594.436	380.7136	75	39
