"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	272.843779677113	175.420702754036	188.201804368471	0	-72
2	265.671683389075	174.710304188565	194.860566969263	3	-69
3	289.958312866359	210.479942365	187.561089825458	6	-66
4	285.908353858785	201.391625615764	188.505028735632	9	-63
5	280.416666666667	196.083333333333	195.958333333333	12	-60
6	282.039591315453	203.137292464879	188.042784163474	15	-57
7	283.380555555556	205.213888888889	192.361111111111	18	-54
8	301.811457174638	196.974972191324	189.621802002225	21	-51
9	298.553773024361	213.495543672014	188.107546048723	24	-48
10	302.977122577123	227.38877968878	189.785230685231	27	-45
11	307.736842105263	251.888210865328	188.929358420205	30	-42
12	296.818621757646	247.462640340689	185.708904374758	33	-39
13	294.902129402129	242.674856674857	189.765765765766	36	-36
14	298.517857142857	227.984126984127	197.636904761905	39	-33
15	299.287634408602	223.245967741935	191.511424731183	42	-30
16	296.733062330623	217.29539295393	197.494579945799	45	-27
17	294.584656084656	228.955026455026	186.698412698413	48	-24
18	290.995	229.367857142857	189.214285714286	51	-21
19	297.973412698413	240.453571428571	188.644047619048	54	-18
20	299.590147783251	248.8	190.409195402299	57	-15
21	301.550738916256	243.232183908046	187.963218390805	60	-12
22	309.10667578036	256.929203691046	185.160230120756	63	-9
23	308.562575013639	257.506853518822	186.877079923622	66	-6
24	305.293504190845	253.025773694391	193.960493230174	69	-3
25	309.056995950554	257.993297101449	184.202903878943	72	0
26	306.194444444444	236.791666666667	179.99537037037	75	3
27	330.968888888889	227.001944444444	184.01	78	6
28	370.125	260.0625	193.083333333333	81	9
29	340.604166666667	245.770833333333	194.645833333333	84	12
30	326.84	219.56	192	87	15
31	313.113913043478	209.02	187.046956521739	90	18
32	356.474358974359	254.903846153846	190.28717948718	93	21
33	343.259593748099	251.60724928541	191.716323055404	96	24
34	343.667956989247	268.351397849462	185.000860215054	99	27
35	343.141505376344	271.906523297491	191.399139784946	102	30
36	343.307765151515	294.381628787879	189.431818181818	105	33
37	337.815668202765	327.503216205837	188.43356374808	108	36
38	357.746702317291	351.880392156863	191.319762329174	111	39
39	338.294227994228	340.393265993266	190.778379028379	114	42
40	343.921690921691	353.846153846154	191.063756063756	117	45
41	338.200627240143	341.199462365591	189.80976702509	120	48
42	329.345131421744	343.113231780167	193.075477897252	123	51
