"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	0.989156365324072	1.08857886158016	1.0951662516832	0	-18
2	0.972013149218697	0.980612105904154	1.05050375843757	3	-15
3	0.985137240640513	0.981908122204278	1.03134001573109	6	-12
4	0.999586509221199	1.04648542728245	1.05339250763126	9	-9
5	0.976739985650303	1.07759094855832	1.04020162165064	12	-6
6	0.982322991502447	1.035092660785	1.04888326620893	15	-3
7	0.98596872373162	1.00916064644588	1.04350843303631	18	0
8	1.01548035115569	0.963722439741743	1.08058095782194	21	3
9	1.09262197235629	0.951399834032377	1.09733439723058	24	6
10	0.896886536862469	1.02018704801236	1.05683243166001	27	9
11	0.959806146779655	1.07601951978893	1.01470961218862	30	12
12	0.964985889393271	1.07410293446986	1.06345774910137	33	15
13	0.941329780106385	1.22488840499496	0.99966745607665	36	18
14	0.992302324228714	1.09652880856792	1.07819253458203	39	21
15	1.0220268317639	1.00987677951425	1.07828787527542	42	24
16	1.04444447732656	1.01030418040296	1.08607565494597	45	27
17	1.05109020689522	1.16068235603257	1.106265748931	48	30
18	1.04047415386988	1.13195873974959	1.02181305243018	51	33
19	1.04342851842678	1.29246609646624	1.03940032150262	54	36
20	1.07000455545524	1.35543652768163	1.06821947433559	57	39
21	1.02675313452734	1.28625150024664	0.995393416950242	60	42
