"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	233.350980392157	283.127450980392	477.301960784314	0	-87
2	224.567105263158	239.382894736842	474.535526315789	3	-84
3	227.274019607843	288.147794117647	430.025980392157	6	-81
4	NA	NA	NA	9	-78
5	228.050980392157	260.967156862745	433.323039215686	12	-75
6	224.052484151555	263.952528379773	438.098407784166	15	-72
7	225.624055197282	283.775917065391	453.383433881146	18	-69
8	230.966369047619	286.169642857143	449.03869047619	21	-66
9	227.685185185185	290.785185185185	447.581481481481	24	-63
10	224.795373878995	300.855677655678	448.662912087912	27	-60
11	224.547634408602	309.430322580645	454.591935483871	30	-57
12	231.195384615385	305.81641025641	452.828717948718	33	-54
13	234.237251744498	325.753086419753	456.14063338701	36	-51
14	228.926608636286	301.347243556921	448.231566820276	39	-48
15	236.843369071767	295.829102675553	441.931758910461	42	-45
16	238.431713554987	322.705480453051	443.372682986238	45	-42
17	231.806592292089	301.277450980392	449.4115280595	48	-39
18	239.579815557956	341.115121932397	436.555660595771	51	-36
19	240.018980851138	339.536163769027	437.799403889122	54	-33
20	239.689285714286	341.236553030303	415.743831168831	57	-30
21	238.635313374015	341.667000381388	421.974415204678	60	-27
22	241.53288669003	336.621844293273	426.727279598708	63	-24
23	231.639542947203	316.711205673759	408.199984239559	66	-21
24	240.127906719717	307.759129089301	424.165826702034	69	-18
25	236.284536610343	286.681404676566	421.753635432668	72	-15
26	244.559523809524	301.647683397683	425.748391248391	75	-12
27	243.458821321321	330.84222972973	412.072522522522	78	-9
28	242.006148440931	334.958498023715	418.944005270092	81	-6
29	244.374781924782	366.099413699414	417.111447161447	84	-3
30	246.259337697343	364.540623796688	421.519252984213	87	0
31	281.716666666667	324.473076923077	448.519230769231	90	3
32	679.404761904762	370.293154761905	476.622023809524	93	6
33	327.322055137845	431.498746867168	469.872180451128	96	9
34	306.478571428571	454.17619047619	466.566666666667	99	12
35	330.554179566563	500.294117647059	466.806501547988	102	15
36	307.712301587302	464.14880952381	381.583333333333	105	18
37	288.666666666667	512.233333333333	375.966666666667	108	21
38	313.423076923077	467.807692307692	444.769230769231	111	24
39	303.677419354839	426.258064516129	483.032258064516	114	27
40	302.137931034483	489.586206896552	471.758620689655	117	30
41	298.379310344828	520.551724137931	423.655172413793	120	33
