"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	215.994333333333	416.851666666667	304.410333333333	0	-36
2	213.45	438.0985	321.921	3	-33
3	209.936333333333	407.207	322.178666666667	6	-30
4	218.876	462.774	303.34575	9	-27
5	209.448	404.2235	335.8	12	-24
6	210.2835	396.9105	329.7285	15	-21
7	213.756	460.077333333333	303.255666666667	18	-18
8	213.468666666667	446.084333333333	306.938	21	-15
9	212.2	461.2115	287.38775	24	-12
10	211.225333333333	446.493666666667	308.383	27	-9
11	212.155	445.666333333333	304.794666666667	30	-6
12	215.110333333333	468.43	295.786	33	-3
13	212.211	448.473	291.878	36	0
14	210.8545	360.3305	283.7265	39	3
15	354.4595	549.9465	309.635	42	6
16	178.55	472.7206	373.377	45	9
17	233.995	547.085666666667	333.091	48	12
18	243.115333333333	583.001666666667	345.448	51	15
19	234.786	544.572666666667	324.749	54	18
20	241.270666666667	669.616666666667	325.796333333333	57	21
21	228.0605	658.73	293.589	60	24
22	241.805333333333	658.878666666667	321.932333333333	63	27
23	254.1355	615.3055	335.9095	66	30
24	238.158666666667	653.406666666667	306.061333333333	69	33
25	246.994333333333	749.375333333333	326.090666666667	72	36
26	226.982666666667	695.302	293.136	75	39
