"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	234.046857142857	560.834285714286	286.404857142857	0	-90
2	232.844142857143	545.226142857143	302.263571428571	3	-87
3	233.169833333333	492.930666666667	300.785166666667	6	-84
4	232.299166666667	510.8585	319.880333333333	9	-81
5	232.427333333333	520.833	323.517333333333	12	-78
6	233.7885	531.8245	319.556666666667	15	-75
7	234.910166666667	538.509	317.6855	18	-72
8	233.5355	545.693333333333	322.620666666667	21	-69
9	233.274142857143	577.278857142857	321.975	24	-66
10	234.905142857143	593.202142857143	319.587714285714	27	-63
11	235.847428571429	621.706428571429	309.646428571429	30	-60
12	236.862857142857	633.911	315.409571428571	33	-57
13	238.360285714286	636.820428571429	307.989285714286	36	-54
14	239.627571428571	643.327857142857	292.084857142857	39	-51
15	239.555333333333	630.1905	312.339833333333	42	-48
16	241.968666666667	635.442166666667	306.195666666667	45	-45
17	242.574166666667	632.416833333333	313.115666666667	48	-42
18	246.068833333333	648.905166666667	311.399333333333	51	-39
19	247.126333333333	633.368666666667	309.212166666667	54	-36
20	246.261666666667	631.393166666667	312.085166666667	57	-33
21	245.115333333333	631.989	315.0515	60	-30
22	243.945833333333	627.584166666667	319.022333333333	63	-27
23	241.977714285714	616.541428571429	311.416285714286	66	-24
24	242.464375	654.972125	292.38875	69	-21
25	243.597	644.337333333333	311.729833333333	72	-18
26	243.971333333333	654.363	310.991666666667	75	-15
27	246.357333333333	670.261666666667	304.528333333333	78	-12
28	247.209166666667	675.5505	302.1785	81	-9
29	247.264	684.732833333333	300.985166666667	84	-6
30	245.676833333333	670.247	305.693166666667	87	-3
31	245.206285714286	600.709714285714	314.813714285714	90	0
32	250.730857142857	548.158571428571	316.517	93	3
33	270.736571428571	597.521428571429	357.128857142857	96	6
34	863.022	775.227571428571	374.932571428571	99	9
35	732.592571428571	809.005285714286	382.898	102	12
36	482.073142857143	730.569285714286	335.440285714286	105	15
37	426.378714285714	725.073285714286	341.054	108	18
38	384.543285714286	735.649571428571	338.176	111	21
39	346.813142857143	730.172428571429	331.038428571429	114	24
40	316.897166666667	695.123	320.174	117	27
41	315.397166666667	731.175	323.1845	120	30
42	311.139333333333	760.5595	325.511	123	33
43	308.563666666667	812.507333333333	326.001666666667	126	36
