"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	162.909333333333	443.812333333333	893.351666666667	0	-18
2	159.07625	387.6045	775.44375	3	-15
3	160.25	406.64175	779.47575	6	-12
4	164.6665	460.764	789.25175	9	-9
5	161.6165	468.35525	799.54475	12	-6
6	160.58975	497.17825	835.71025	15	-3
7	161.09575	453.54075	861.11275	18	0
8	169.41825	468.9465	938.95825	21	3
9	248.4105	523.58325	987.8245	24	6
10	154.318	515.4894	888.2876	27	9
11	156.2612	507.6354	866.156	30	12
12	166.4715	466.834	967.12125	33	15
13	161.058	524.5998	775.3266	36	18
14	177.649666666667	528.222	942.414333333333	39	21
15	174.498666666667	454.681333333333	862.328333333333	42	24
16	176.310333333333	428.087333333333	849.390666666667	45	27
17	184.0495	511.1355	911.7285	48	30
18	169.3055	466.753	671.9745	51	33
19	179.789	554.834	768.533	54	36
20	178.734	577.511	794.521	57	39
21	167.353	588.767	578.759	60	42
