"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	1.0134743959866	1.41681230663554	1.0489809364221	0	-87
2	1.00620071962536	1.13797026499291	1.03062611608821	3	-84
3	1.00282953666976	1.29726509075602	0.956386203262278	6	-81
4	NA	NA	NA	9	-78
5	1.01475269703947	1.17740331890068	0.943267880071964	12	-75
6	0.998441895680148	1.20742212778293	0.956461269756215	15	-72
7	0.993481037368431	1.24769024072217	0.968258770756779	18	-69
8	1.01342016056344	1.2048150780729	0.973896701724983	21	-66
9	0.996084015487456	1.17587558683446	0.97584137130474	24	-63
10	0.962567893514424	1.16520379994701	0.969616818347969	27	-60
11	0.971560078964991	1.19374271581582	0.990974772391492	30	-57
12	0.98383493757734	1.18108418588343	0.970218724197971	33	-54
13	0.997584946285805	1.20762653925176	0.975159413995298	36	-51
14	0.975890225960886	1.0969619009846	0.967841398225409	39	-48
15	0.999398292168542	1.05029468369418	0.984310171598128	42	-45
16	1.00763978405047	1.13791187004411	0.954781084588618	45	-42
17	0.997419947258415	1.04212714643038	0.985888078980378	48	-39
18	0.991464953165421	1.12049509238985	0.965640275531064	51	-36
19	1.00323513744186	1.20385560674891	0.95773045148892	54	-33
20	0.996158916818149	1.14450135108952	0.923973723450921	57	-30
21	1.01787902353637	1.21043635432108	0.958492241994807	60	-27
22	1.01883085398197	1.16173909491741	0.972664854288478	63	-24
23	1.03634606548634	1.22314720139826	0.93056533783873	66	-21
24	1.00515388571193	1.02804446306175	0.96200395711781	69	-18
25	1.03268377320576	1.05450549563509	0.951148988673952	72	-15
26	1.02065943993141	0.989483710549972	0.990253442256565	75	-12
27	1.02504991235942	1.06726895286314	0.96142567436693	78	-9
28	1.01374184805318	1.06373999941768	0.986146411393049	81	-6
29	1.01418457014458	1.18963428152607	0.961311146935077	84	-3
30	1.03433061086384	1.22187062092394	0.954147324350541	87	0
31	1.19165699718584	1.08225177351247	1.04142370613885	90	3
32	2.33400262303613	1.14518654938793	1.07572649835465	93	6
33	1.13159921386552	1.2511869698561	1.03224351385709	96	9
34	1.13787739028615	1.33780461273442	1.02917948467896	99	12
35	1.2447064597601	1.46763552756426	1.03785975896748	102	15
36	1.18986302727389	1.37876728924615	0.855750355699205	105	18
37	1.16775451070438	1.4990652530887	0.863615951484816	108	21
38	1.3379944563513	1.44632094418361	1.04892734663	111	24
39	1.33460165333869	1.33671394563621	1.14894713739786	114	27
40	1.30788432261827	1.4131672109584	1.12822785253298	117	30
41	1.33239001138349	1.52116735861902	1.0140484399241	120	33
