"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	277.169571428571	181.970857142857	301.567428571429	0	-72
2	273.494142857143	174.730142857143	302.987428571429	3	-69
3	269.998714285714	172.430428571429	313.240142857143	6	-66
4	270.640714285714	171.964714285714	310.561857142857	9	-63
5	270.465142857143	174.361	316.043	12	-60
6	271.3	176.618142857143	317.130571428571	15	-57
7	271.203428571429	172.832	319.728142857143	18	-54
8	273.437142857143	174.622285714286	315.218142857143	21	-51
9	274.228428571429	178.488857142857	315.575571428571	24	-48
10	273.625285714286	178.011142857143	311.431142857143	27	-45
11	276.507428571429	180.316857142857	309.377	30	-42
12	277.429142857143	187.516285714286	303.186428571429	33	-39
13	275.212428571429	180.833	308.675714285714	36	-36
14	274.199714285714	177.528	314.345857142857	39	-33
15	275.311142857143	181.544857142857	311.846285714286	42	-30
16	275.420285714286	185.495428571429	315.979857142857	45	-27
17	274.871	186.586428571429	317.425857142857	48	-24
18	276.170285714286	189.162285714286	305.769857142857	51	-21
19	276.870285714286	195.759142857143	304.748428571429	54	-18
20	278.374142857143	194.044857142857	303.210285714286	57	-15
21	279.202285714286	198.068	300.796142857143	60	-12
22	275.688142857143	194.068	305.370428571429	63	-9
23	277.076	196.531	305.951285714286	66	-6
24	276.432	195.462857142857	305.075714285714	69	-3
25	278.316	200.229285714286	301.462142857143	72	0
26	278.666142857143	199.186	286.614571428571	75	3
27	277.046428571429	194.349428571429	339.595857142857	78	6
28	1191.61314285714	230.010714285714	364.049	81	9
29	896.605714285714	232.094285714286	338.945857142857	84	12
30	631.553142857143	216.717571428571	310.433571428571	87	15
31	516.274428571429	215.465857142857	299.596142857143	90	18
32	443.522	211.175142857143	290.368714285714	93	21
33	421.220833333333	219.644833333333	288.9545	96	24
34	393.908	221.771666666667	276.471166666667	99	27
35	381.1894	226.9308	278.5688	102	30
36	371.65675	237.987	278.40025	105	33
37	364.75825	232.85425	273.95425	108	36
38	357.72375	233.3	270.99475	111	39
39	351.4715	237.2265	268.7625	114	42
40	348.42775	237.5625	270.6765	117	45
41	332.6135	228.608	258.81725	120	48
42	330.069	244.799666666667	262.705666666667	123	51
