"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	223.625	269.482	565.386	0	-87
2	225.0555	220.2595	591.389	3	-84
3	222.577	282.755	499.138	6	-81
4	185.338333333333	209.170333333333	387.783333333333	9	-78
5	218.658666666667	249.209	487.489333333333	12	-75
6	222.356333333333	251.302666666667	470.146	15	-72
7	224.629	258.094333333333	522.476	18	-69
8	225.805	271.84425	526.8785	21	-66
9	221.222666666667	287.735	556.172666666667	24	-63
10	225.27225	294.12675	542.508	27	-60
11	227.386333333333	301.469	554.522333333333	30	-57
12	226.583666666667	292.563	587.955	33	-54
13	228.331666666667	310.900333333333	588.891666666667	36	-51
14	226.067	281.786666666667	576.623333333333	39	-48
15	235.813	285.776333333333	569.575	42	-45
16	231.864666666667	304.324333333333	560.529333333333	45	-42
17	227.889333333333	290.407	564.366	48	-39
18	236.20825	326.90925	568.66	51	-36
19	239.02525	322.29575	582.36925	54	-33
20	241.39325	334.47175	509.472	57	-30
21	236.446	328.753	543.039	60	-27
22	241.404	319.977666666667	536.318333333333	63	-24
23	231.052333333333	302.895666666667	469.858666666667	66	-21
24	241.9025	292.8055	509.12325	69	-18
25	231.177333333333	276.231333333333	522.737333333333	72	-15
26	238.6695	289.413	555.117	75	-12
27	241.708333333333	330.495666666667	529.710666666667	78	-9
28	240.007	324.078	554.287666666667	81	-6
29	243.023	351.910666666667	509.005	84	-3
30	245.423	343.506	524.3005	87	0
31	282.294333333333	303.757333333333	552.936	90	3
32	830.276	368.5825	606.9085	93	6
33	375.4935	434.7965	583.6345	96	9
34	333.8575	458.6585	559.005	99	12
35	375.398	492.4385	580.1885	102	15
36	379.3105	474.4495	516.3305	105	18
37	361.538	485.246	488.123	108	21
38	366.182	449.582	599.582	111	24
39	351.768	428.754	613.681	114	27
40	345.119	483.508	554.814	117	30
41	349.365	503.349	589.587	120	33
