"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	166.603873026715	453.544640638707	495.146923077014	0	-18
2	165.21210171884	431.091137872417	502.589269633642	3	-15
3	165.874068726179	454.500539165442	493.37328633071	6	-12
4	166.366052733473	478.359617818651	486.40458021517	9	-9
5	165.909250791865	472.225360754069	491.979245098682	12	-6
6	166.067253940758	497.71954518317	482.963250908767	15	-3
7	166.501413497039	481.168915758723	490.557859376161	18	0
8	167.024636953544	507.463238388188	499.529576659533	21	3
9	187.40281609028	540.335288157522	509.859089157719	24	6
10	156.646306518764	522.400407596315	502.441596410175	27	9
11	148.523507153919	488.739830355617	526.893466729708	30	12
12	157.85410960246	441.742659970506	533.876940828328	33	15
13	159.742604419861	440.911761714005	498.406620463022	36	18
14	163.859030375398	486.190464957327	491.422993101942	39	21
15	162.948537750572	510.574078716905	485.093638006167	42	24
16	161.36099860611	506.817017589878	476.72859698469	45	27
17	162.616270826827	521.850856166109	476.69200617055	48	30
18	154.950722824379	461.147550409368	464.805615190454	51	33
19	159.638562325836	494.940547608963	475.195511420376	54	36
20	156.770452222839	480.23021021929	459.294613857841	57	39
21	155.344059478742	459.805100236303	456.000604656088	60	42
