"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	1.05948519604465	1.60976422914929	0.805936920058903	0	-36
2	1.05775139249539	1.74910069326611	0.816229716024341	3	-33
3	1.04877297979203	1.61756787891376	0.781617656657643	6	-30
4	1.09956760286925	1.8671298441704	0.708195313161821	9	-27
5	1.04820359859385	1.54818467925759	0.808371907477079	12	-24
6	1.05107514980835	1.51352016094107	0.796609757082463	15	-21
7	1.0705326148237	1.80410456296378	0.697945367020398	18	-18
8	1.06551141477949	1.75585831481465	0.711072735359996	21	-15
9	1.06144884122429	1.81365018052346	0.659963601708538	24	-12
10	1.06333302649192	1.80183597131703	0.684247679109833	27	-9
11	1.07212497446178	1.83925771677179	0.663432985804371	30	-6
12	1.08773821950447	1.8950057878698	0.640828653632834	33	-3
13	1.05188034932457	1.76328242469721	0.704513668588453	36	0
14	1.03805718177305	1.1964349058478	0.689626549965303	39	3
15	0.658096408060204	1.24342765712425	0.676550854660703	42	6
16	0.286602784538806	0.907215377657284	0.81885799482937	45	9
17	0.558316044651922	1.07388914697742	0.763317453691167	48	12
18	0.753916126564745	1.19926083505754	0.836941783208735	51	15
19	0.779389615612243	1.07063016121953	0.77229093468809	54	18
20	0.907937593361948	1.42527169148181	0.843186580638928	57	21
21	0.896088511106454	1.38831301762552	0.77709684164647	60	24
22	0.971877924428579	1.35903951772371	0.860651238225937	63	27
23	0.949235507131345	1.08728219871835	0.811906579000639	66	30
24	0.899157287021088	1.11853005127257	0.747991144028074	69	33
25	0.961975519822733	1.29517460429391	0.82781525322242	72	36
26	0.903018247400806	1.16968353195298	0.769964613819942	75	39
