"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	NA	NA	NA	0	-90
2	NA	NA	NA	3	-87
3	NA	NA	NA	6	-84
4	NA	NA	NA	9	-81
5	NA	NA	NA	12	-78
6	NA	NA	NA	15	-75
7	NA	NA	NA	18	-72
8	NA	NA	NA	21	-69
9	NA	NA	NA	24	-66
10	NA	NA	NA	27	-63
11	NA	NA	NA	30	-60
12	NA	NA	NA	33	-57
13	NA	NA	NA	36	-54
14	NA	NA	NA	39	-51
15	NA	NA	NA	42	-48
16	NA	NA	NA	45	-45
17	NA	NA	NA	48	-42
18	NA	NA	NA	51	-39
19	NA	NA	NA	54	-36
20	NA	NA	NA	57	-33
21	NA	NA	NA	60	-30
22	NA	NA	NA	63	-27
23	NA	NA	NA	66	-24
24	NA	NA	NA	69	-21
25	NA	NA	NA	72	-18
26	NA	NA	NA	75	-15
27	NA	NA	NA	78	-12
28	NA	NA	NA	81	-9
29	NA	NA	NA	84	-6
30	NA	NA	NA	87	-3
31	NA	NA	NA	90	0
32	NA	NA	NA	93	3
33	NA	NA	NA	96	6
34	NA	NA	NA	99	9
35	NA	NA	NA	102	12
36	NA	NA	NA	105	15
37	NA	NA	NA	108	18
38	NA	NA	NA	111	21
39	NA	NA	NA	114	24
40	NA	NA	NA	117	27
41	NA	NA	NA	120	30
42	NA	NA	NA	123	33
43	NA	NA	NA	126	36
